,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
19200,19200,city scrape,Apartamento em Prédio em Frente a Praia do Leblon,2019-05-31,,within an hour,100%,94%,f,Leblon,1.0,1.0,f,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,9,2.0,3.0,7.0,"$2,628.00",2,365,2,5,365,365,t,24,50,69,344,8,6,1,2023-03-26,2024-11-28,5.0,4.88,4.75,5.0,5.0,5.0,4.88,f,1,1,0,0,0.37
19300,19300,city scrape,Quarto para alugar em Ipanema,2015-08-24,"Rio de Janeiro, Brazil",within an hour,100%,97%,t,Ipanema,1.0,1.0,f,"Rio de Janeiro, Brazil",Ipanema,Private room in rental unit,Private room,2,2.0,1.0,2.0,$220.00,1,1125,1,1,1125,1125,t,4,18,37,301,170,83,7,2023-02-12,2024-12-23,4.86,4.88,4.79,4.95,4.95,4.95,4.89,f,1,0,1,0,7.43
19400,19400,city scrape,Suíte Casal Luxo,2023-02-02,,,,,f,Santa Teresa,3.0,3.0,t,,Santa Teresa,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,$960.00,1,365,1,1,365,365,t,0,0,0,182,1,0,0,2023-02-25,2023-02-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,3,0,3,0,0.04
19500,19500,city scrape,"Estúdio Posto 6, Copacabana",2019-02-14,,within a day,67%,25%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$786.00,1,365,1,1,365,365,t,22,52,55,173,6,0,0,2023-02-22,2023-11-06,4.83,5.0,4.83,4.67,4.83,4.83,4.83,f,1,1,0,0,0.27
19600,19600,city scrape,Pontal201 apto com varanda na praia do Recreio,2022-10-21,"State of Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Recreio dos Bandeirantes,4.0,4.0,t,,Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,$532.00,2,30,2,4,30,30,t,25,55,85,85,1,1,0,2024-01-02,2024-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,4,0,0,0.08
19700,19700,previous scrape,Bedroom with beautiful view to crist state,2023-02-17,,a few days or more,0%,0%,f,Cosme Velho,1.0,3.0,t,"Rio de Janeiro, Brazil",Cosme Velho,Private room in loft,Private room,2,,1.0,,,3,89,3,3,89,89,t,28,58,88,92,5,0,0,2023-09-03,2023-11-12,5.0,4.8,4.8,5.0,5.0,5.0,5.0,f,1,0,1,0,0.31
19800,19800,city scrape,Cobertura com varanda grande e vista do Cristo,2013-10-14,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Flamengo,1.0,1.0,t,,Flamengo,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,$577.00,3,60,5,5,60,60,t,12,12,12,12,2,1,0,2023-11-20,2024-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.15
19900,19900,city scrape,Quarto Vago - Recreio,2023-03-05,"Rio de Janeiro, Brazil",within a few hours,87%,81%,f,Recreio dos Bandeirantes,1.0,1.0,t,,Recreio dos Bandeirantes,Private room in condo,Private room,1,2.0,1.0,1.0,$82.00,1,1125,1,1,1125,1125,t,20,44,70,345,33,31,3,2023-11-16,2024-12-18,4.85,4.82,4.82,4.94,4.97,4.97,4.88,f,1,0,1,0,2.43
20000,20000,previous scrape,Flat moderno Barra da Tijuca,2018-12-02,"Rio de Janeiro, Brazil",within an hour,100%,96%,t,Barra da Tijuca,4.0,7.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,3,,1.0,,,90,90,90,90,90,90,t,0,0,0,0,16,6,0,2023-03-24,2024-07-21,5.0,5.0,4.94,5.0,5.0,5.0,4.75,f,3,3,0,0,0.74
20100,20100,city scrape,69m2 - Barra Family Resort Recreio Rio,2010-06-26,"Rio de Janeiro, Brazil",within a day,80%,0%,f,Recreio dos Bandeirantes,2.0,2.0,t,,Recreio dos Bandeirantes,Private room in rental unit,Private room,1,1.0,1.0,1.0,$500.00,1,365,1,1,365,365,t,29,59,89,269,0,0,0,,,,,,,,,,f,1,0,1,0,
20200,20200,city scrape,Aconchegante da Lapa,2016-09-27,"Rio de Janeiro, Brazil",within an hour,100%,84%,f,Centro,3.0,3.0,t,,Santa Teresa,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$457.00,2,730,2,5,730,730,t,20,33,63,73,37,20,1,2023-04-14,2024-12-04,4.54,4.57,4.65,4.92,4.84,4.78,4.57,t,2,2,0,0,1.78
20300,20300,city scrape,Agradável Studio em Copacabana,2023-04-06,"Rio de Janeiro, Brazil",within an hour,100%,50%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"$2,000.00",3,365,3,4,365,365,t,30,60,90,364,2,2,0,2024-05-05,2024-09-22,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1,1,0,0,0.25
20400,20400,city scrape,Apartamento amplio Glória,2021-04-26,"State of Rio de Janeiro, Brazil",a few days or more,0%,16%,f,Centro,6.0,9.0,t,,Santa Teresa,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,$200.00,1,365,1,1,365,365,t,12,42,60,150,0,0,0,,,,,,,,,,f,6,5,1,0,
20500,20500,city scrape,Compacto e reformado – 2 quartos,2016-08-24,"Rio de Janeiro, Brazil",within a few hours,97%,40%,f,Ipanema,201.0,609.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,"$1,690.00",3,365,3,5,365,365,t,0,0,19,109,0,0,0,,,,,,,,,,f,153,149,4,0,
20600,20600,city scrape,Apartamento VSF Vai Ser Feliz,2015-06-23,"Rio de Janeiro, Brazil",within an hour,100%,89%,f,Centro,3.0,3.0,t,"Rio de Janeiro, Brazil",Saúde,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$268.00,3,90,2,8,90,90,t,0,14,33,123,21,11,1,2023-05-18,2024-12-24,4.71,4.71,4.76,5.0,4.95,4.67,4.67,f,1,1,0,0,1.07
20700,20700,city scrape,FLATVarandas da Barra Frente Mar03,2019-11-12,"Rio de Janeiro, Brazil",within an hour,100%,87%,f,Barra da Tijuca,11.0,12.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$400.00,4,365,4,4,365,365,t,0,0,0,80,5,1,0,2023-08-20,2024-04-20,4.2,4.4,4.4,4.8,4.8,5.0,4.4,f,9,9,0,0,0.3
20800,20800,city scrape,42 Verano Stay suíte (garagem e wi-fi),2011-09-25,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Barra da Tijuca,8.0,8.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$419.00,2,365,2,3,30,365,t,20,50,80,80,22,18,1,2023-05-28,2024-12-16,4.95,4.82,4.95,4.86,4.86,5.0,4.77,t,8,8,0,0,1.14
20900,20900,previous scrape,Apartamento lindo e confortável,2020-08-25,"Rio de Janeiro, Brazil",within a few hours,90%,59%,t,Laranjeiras,3.0,4.0,t,,Laranjeiras,Entire rental unit,Entire home/apt,2,,1.0,,,1,365,1,1,365,365,t,0,0,0,0,0,0,0,,,,,,,,,,t,3,2,1,0,
21000,21000,city scrape,Apartamento Recém Reformado em Ipanema Lançamento,2016-08-28,,within an hour,100%,99%,t,Leblon,52.0,61.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,3.0,7.0,"$1,732.00",2,90,2,3,90,1125,t,4,22,43,110,60,40,4,2023-06-11,2024-12-19,4.88,4.95,4.84,4.92,4.92,4.87,4.8,f,52,52,0,0,3.17
21100,21100,city scrape,Suíte Prox ao Rio Centro Barra Olímpica*,2020-07-15,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Jacarepaguá,2.0,2.0,f,"Rio de Janeiro, Brazil",Camorim,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$354.00,1,365,1,5,1125,1125,t,19,49,79,354,10,6,1,2023-08-20,2024-12-09,4.9,4.9,5.0,5.0,5.0,4.7,4.9,t,2,2,0,0,0.6
21200,21200,city scrape,Suíte com banheiro privativo,2016-04-09,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,São Cristóvão,4.0,6.0,t,,São Cristóvão,Private room in home,Private room,6,1.0,1.0,3.0,$460.00,1,365,1,4,1125,1125,t,11,29,40,48,99,73,4,2023-07-07,2024-12-06,4.82,4.75,4.71,4.87,4.92,4.43,4.84,t,4,0,4,0,5.5
21300,21300,city scrape,Studio Copa novo esquina da praia,2012-11-22,"Rio de Janeiro, Brazil",within an hour,100%,83%,t,Barra da Tijuca,5.0,6.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,0.0,2.0,$855.00,3,180,1,4,180,180,t,0,0,0,0,49,29,2,2023-07-15,2024-12-08,4.96,5.0,4.92,5.0,5.0,4.9,4.9,f,4,4,0,0,2.76
21400,21400,city scrape,Alugo quarto na minha residência,2014-04-21,"Rio de Janeiro, Brazil",a few days or more,60%,71%,f,Copacabana,1.0,1.0,f,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,2,1.0,1.0,2.0,$550.00,2,1125,2,2,1125,1125,t,24,52,75,165,5,3,0,2023-11-07,2024-09-23,4.8,4.8,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.36
21500,21500,city scrape,Spacious Apartment Steps from the Beach in Barra!,2012-12-18,"Rio de Janeiro, Brazil",within a day,100%,,f,Barra da Tijuca,1.0,1.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire condo,Entire home/apt,5,2.0,2.0,3.0,"$1,176.00",29,730,3,3,730,730,t,0,0,12,187,5,2,0,2023-07-21,2024-02-03,5.0,4.8,4.8,5.0,4.8,5.0,4.6,f,1,1,0,0,0.29
21600,21600,city scrape,"Duplex vista Mar | Wifi, Piscina + Academia",2018-11-11,"Rio de Janeiro, Brazil",within an hour,100%,99%,f,Recreio dos Bandeirantes,11.0,12.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,6,2.5,2.0,3.0,"$1,285.00",2,28,2,4,28,28,t,22,52,79,79,22,16,1,2023-09-18,2024-12-09,4.82,4.82,4.77,5.0,4.91,4.77,4.73,f,5,5,0,0,1.41
21700,21700,previous scrape,Copa Studio Quadra da Praia,2019-04-23,"Rio de Janeiro, Brazil",within an hour,100%,92%,t,Portuguesa,6.0,14.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,,1.0,,,3,365,3,5,365,365,t,0,0,0,0,30,13,0,2023-08-08,2024-11-11,4.63,4.8,4.77,4.93,4.73,4.8,4.57,f,5,5,0,0,1.77
21800,21800,city scrape,Apartamento em Copacabana,2016-09-14,"Brasília, Brazil",within an hour,100%,94%,,Copacabana,3.0,4.0,t,,Copacabana,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,"$1,585.00",3,365,3,3,365,365,t,7,7,7,7,2,2,0,2023-12-30,2024-08-23,3.5,3.5,3.5,5.0,5.0,5.0,3.0,t,1,1,0,0,0.16
21900,21900,city scrape,Quarto em casa no Recreio,2021-01-28,"Rio de Janeiro, Brazil",within an hour,100%,89%,f,Recreio dos Bandeirantes,3.0,4.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Private room in home,Private room,2,1.0,1.0,1.0,$240.00,1,1125,1,1,1125,1125,t,22,52,82,252,0,0,0,,,,,,,,,,f,3,2,1,0,
22000,22000,city scrape,Lindo Apartamento com Vista Incrível do Leblon,2016-08-28,,within an hour,100%,99%,t,Leblon,52.0,61.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"$1,534.00",2,90,2,3,90,1125,t,3,11,25,25,60,44,3,2023-08-30,2024-12-24,4.95,4.93,4.85,4.98,4.95,5.0,4.83,f,52,52,0,0,3.7
22100,22100,city scrape,Luxuoso Flat - Piscina & Academia na Praia Leblon,2017-06-22,"Rio de Janeiro, Brazil",within an hour,100%,97%,t,Ipanema,8.0,14.0,t,"Rio de Janeiro, Brazil",Leblon,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,"$2,470.00",3,365,1,3,1125,1125,t,0,0,0,0,73,57,3,2023-09-01,2024-12-27,4.93,4.89,4.88,4.97,4.95,4.99,4.73,f,8,8,0,0,4.52
22200,22200,city scrape,Apartamento no Pontal Beach Resort Recreio RJ,2023-08-22,"Rio de Janeiro, Brazil",within an hour,100%,96%,f,Recreio dos Bandeirantes,1.0,1.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$407.00,2,1125,1,5,1125,1125,t,3,31,55,55,21,16,1,2023-11-05,2024-12-22,4.76,4.67,4.9,5.0,4.9,4.71,4.86,f,1,1,0,0,1.5
22300,22300,city scrape,Copa 6 P 3 q. 300 m praia Copa 800m Ipanema 1 vaga,2013-01-18,"Teresópolis, Brazil",within an hour,100%,95%,,Copacabana,8.0,8.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.5,3.0,3.0,"$2,484.00",3,90,3,4,90,90,t,2,9,15,240,12,9,0,2023-11-06,2024-10-16,4.92,5.0,4.75,4.75,5.0,4.58,4.67,f,1,1,0,0,0.86
22400,22400,city scrape,Econômico -  Praia do Leblon,2016-07-08,"Rio de Janeiro, Brazil",within an hour,100%,78%,t,Leblon,7.0,7.0,t,,Leblon,Private room in rental unit,Private room,1,1.0,1.0,1.0,$335.00,1,365,1,1,365,365,t,6,6,6,176,22,20,1,2023-11-10,2024-11-28,4.77,4.82,4.82,4.95,5.0,5.0,4.68,f,6,0,5,1,1.59
22500,22500,city scrape,Downtown RJ - Studio - 38m² - Balcony - Double Bed,2019-02-01,"São Paulo, Brazil",within an hour,97%,96%,f,Centro,341.0,373.0,t,"Rio de Janeiro, Brazil",Centro,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$295.00,1,1125,1,1,1,1125,t,25,55,85,354,23,21,0,2023-09-28,2024-08-23,4.65,4.65,4.91,4.91,4.83,4.83,4.39,t,39,39,0,0,1.51
22600,22600,city scrape,Cantinho em rua bucólica do Leme,2016-08-08,"Rio de Janeiro, Brazil",within a day,100%,88%,f,Leme,1.0,1.0,t,,Leme,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$743.00,2,10,2,4,10,10,t,23,53,77,77,6,5,0,2023-11-21,2024-09-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.45
22700,22700,city scrape,Apartamento lindo no Leblon,2019-06-06,,within an hour,100%,50%,f,Leblon,1.0,1.0,t,,Leblon,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"$1,550.00",1,365,1,4,365,365,t,25,55,80,260,3,3,3,2024-12-04,2024-12-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,3.0
22800,22800,city scrape,Casa Rustica Vargem Grande,2012-04-09,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Leblon,2.0,2.0,t,,Vargem Grande,Entire home,Entire home/apt,4,2.0,2.0,2.0,$700.00,14,90,14,14,90,90,t,23,53,83,83,0,0,0,,,,,,,,,,f,2,2,0,0,
22900,22900,city scrape,Rio Natureza apart 101 ( Adaptado para cadeirante),2014-11-08,"Rio de Janeiro, Brazil",within an hour,100%,67%,f,Itanhangá,13.0,15.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$360.00,2,60,2,2,90,1125,t,30,60,90,270,0,0,0,,,,,,,,,,t,13,13,0,0,
23000,23000,city scrape,Copacabana  frente Mar,2012-11-26,"Rio de Janeiro, Brazil",within an hour,100%,92%,t,Copacabana,49.0,179.0,t,,Leme,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"$1,500.00",3,365,3,7,365,365,t,6,30,60,108,18,15,1,2023-11-08,2024-12-11,4.78,4.94,4.83,5.0,5.0,4.94,4.72,t,42,42,0,0,1.3
23100,23100,city scrape,Apartamento na Gavea RJ,2022-02-05,Brazil,a few days or more,0%,100%,f,Gávea,1.0,2.0,t,,Gávea,Entire rental unit,Entire home/apt,6,2.0,3.0,2.0,"$1,800.00",3,365,3,3,365,365,t,29,59,89,269,0,0,0,,,,,,,,,,f,1,1,0,0,
23200,23200,city scrape,Apto em frente a Praia da Barra Piscina/vista mar,2015-06-11,"Rio de Janeiro, Brazil",within an hour,98%,99%,t,Morro Da Cocacola,31.0,49.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,$880.00,1,90,1,3,90,1125,t,0,0,0,0,27,24,2,2023-10-23,2024-12-20,4.89,4.93,4.96,5.0,4.89,5.0,4.81,t,8,8,0,0,1.87
23300,23300,city scrape,"#06 Flat com Mini Cozinha, Vista Piscina",2015-04-18,,within an hour,100%,100%,t,Barra da Tijuca,12.0,12.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$869.00,2,180,2,5,180,180,t,7,23,34,309,28,19,1,2023-10-24,2024-12-10,4.93,5.0,5.0,4.93,5.0,4.89,4.96,t,12,12,0,0,1.95
23400,23400,city scrape,10min to Engenhão and 30min to Barra or Copacabana,2017-12-25,"Rio de Janeiro, Brazil",within an hour,97%,100%,t,Méier,14.0,19.0,t,"Rio de Janeiro, Brazil",Méier,Shared room in rental unit,Shared room,1,2.0,1.0,1.0,$103.00,1,60,1,4,60,60,t,24,54,84,165,5,4,1,2023-11-05,2024-12-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,14,0,1,13,0.36
23500,23500,city scrape,Boas Energias e Acolhimento,2019-09-26,"Rio de Janeiro, Brazil",within an hour,100%,50%,f,Engenho Novo,1.0,1.0,t,"Rio de Janeiro, Brazil",Engenho Novo,Private room in rental unit,Private room,2,1.0,1.0,2.0,$185.00,1,30,1,1,30,30,t,24,54,84,84,4,0,0,2023-11-05,2023-11-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.29
23600,23600,previous scrape,Lanai - Apart. Lateral 3,2016-04-20,"Rio de Janeiro, Brazil",within an hour,100%,87%,f,Barra da Tijuca,14.0,14.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,6,,2.0,,,3,365,3,3,365,365,t,0,0,0,0,3,1,0,2023-11-05,2024-02-07,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,12,12,0,0,0.21
23700,23700,city scrape,Iconic_Copa 3 min praia 2 min metrô,2020-08-27,"Rio de Janeiro, Brazil",within an hour,100%,100%,,Copacabana,19.0,20.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,$722.00,2,30,2,5,1125,1125,t,4,24,54,66,27,21,1,2023-11-11,2024-11-29,4.81,4.89,4.85,4.93,4.89,4.85,4.74,t,4,4,0,0,1.96
23800,23800,city scrape,Apartamento de Alto Padrão na Barra da Tijuca,2014-03-18,"Rio, Brazil",within a day,80%,94%,t,Barra da Tijuca,2.0,5.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,$700.00,2,180,2,2,180,180,t,21,51,78,254,4,3,0,2023-11-19,2024-09-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.3
23900,23900,city scrape,Ocean View - Artsy Apartament in Copacabana,2011-08-14,"São Paulo, Brazil",within an hour,100%,100%,f,Copacabana,4.0,4.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"$2,143.00",3,365,3,3,365,365,t,23,36,57,57,3,2,0,2023-12-23,2024-11-21,5.0,5.0,5.0,4.67,5.0,5.0,4.67,f,2,1,1,0,0.24
24000,24000,city scrape,Apartamento praia do Recreio,2023-11-06,,a few days or more,30%,33%,f,Recreio dos Bandeirantes,1.0,1.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,5,3.5,3.0,4.0,$650.00,2,365,2,2,365,365,t,23,53,83,263,2,2,0,2024-01-07,2024-01-18,4.0,4.5,3.5,5.0,5.0,5.0,4.0,f,1,1,0,0,0.17
24100,24100,city scrape,LaVie en Rose - Quarto charmoso no Flamengo,2021-10-10,"Rio de Janeiro, Brazil",within an hour,93%,100%,t,Flamengo,4.0,4.0,t,,Catete,Private room in home,Private room,2,1.0,1.0,1.0,$409.00,1,15,1,3,15,15,t,21,51,76,81,88,75,3,2023-11-17,2024-12-20,4.94,4.94,4.94,4.95,4.97,4.94,4.93,f,4,0,4,0,6.49
24200,24200,city scrape,Apto 2 quartos completo Penha,2014-10-27,"Rio de Janeiro, Brazil",a few days or more,33%,0%,f,Penha Circular,1.0,2.0,t,,Penha Circular,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$650.00,1,365,1,1,365,365,t,30,60,90,270,0,0,0,,,,,,,,,,t,1,1,0,0,
24300,24300,city scrape,Quarto privado 100m da praia,2019-03-15,"Rio de Janeiro, Brazil",within an hour,99%,61%,f,Copacabana,25.0,47.0,t,,Ipanema,Private room in rental unit,Private room,2,1.0,1.0,1.0,$154.00,1,365,1,1,365,365,t,12,42,63,337,0,0,0,,,,,,,,,,f,25,6,19,0,
24400,24400,city scrape,Design em Copacabana,2014-08-27,"Rio de Janeiro, Brazil",within a few hours,100%,70%,t,Copacabana,3.0,4.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"$1,326.00",2,365,2,2,365,365,t,6,20,35,212,25,23,0,2023-11-21,2024-11-17,4.88,4.84,4.84,4.88,4.92,4.88,4.72,f,3,3,0,0,1.86
24500,24500,previous scrape,Piscina e tranquilidade no coração de Copacabana,2023-10-31,"Rio de Janeiro, Brazil",within an hour,100%,82%,,Copacabana,5.0,5.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,,1.0,,,5,365,3,5,365,365,t,0,0,0,1,4,4,0,2023-12-30,2024-02-24,4.75,4.5,5.0,5.0,5.0,4.75,4.5,t,4,4,0,0,0.33
24600,24600,city scrape,Flat confortável na Barra,2016-04-17,"State of Rio de Janeiro, Brazil",within an hour,99%,96%,f,Barra da Tijuca,34.0,68.0,t,,Barra da Tijuca,Entire serviced apartment,Entire home/apt,3,1.0,1.0,1.0,$600.00,1,365,1,5,365,365,t,22,52,82,87,13,13,2,2024-09-22,2024-12-23,4.38,4.31,4.77,5.0,4.69,4.92,4.62,f,21,21,0,0,4.02
24700,24700,city scrape,Quarto no coração de Copacabana,2019-03-22,"Rio de Janeiro, Brazil",within an hour,100%,33%,f,Copacabana,2.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,3,1.0,1.0,2.0,$350.00,4,10,4,4,10,10,t,25,55,80,355,2,2,0,2024-01-01,2024-02-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,0,2,0,0.17
24800,24800,city scrape,Spacious room in central area of Rio de Janeiro,2021-04-23,"State of Rio de Janeiro, Brazil",within an hour,100%,95%,t,Gamboa,2.0,2.0,t,"Rio de Janeiro, Brazil",Gamboa,Private room in rental unit,Private room,2,1.0,1.0,1.0,$250.00,4,7,4,4,7,7,t,20,50,54,54,14,13,0,2023-12-18,2024-10-20,5.0,5.0,4.93,4.93,5.0,4.86,5.0,f,2,1,1,0,1.12
24900,24900,city scrape,alugo quarto para moças,2023-11-30,,a few days or more,0%,,f,Ribeira,1.0,2.0,t,,Ribeira,Private room in rental unit,Private room,3,1.5,2.0,4.0,$800.00,1,365,1,1,365,365,t,29,59,89,269,0,0,0,,,,,,,,,,f,1,0,1,0,
25000,25000,city scrape,Luxuoso 5 quartos Ipanema Beach,2019-03-15,"Rio de Janeiro, Brazil",within an hour,99%,61%,f,Copacabana,25.0,47.0,t,,Ipanema,Entire rental unit,Entire home/apt,15,3.0,5.0,5.0,"$8,856.00",1,365,1,1,365,365,t,19,34,56,331,8,8,3,2024-09-29,2024-12-23,4.88,4.63,4.75,4.88,4.88,5.0,4.88,f,25,6,19,0,2.64
25100,25100,city scrape,Apartamento no Leblon,2014-10-24,"Rio de Janeiro, Brazil",within a day,83%,67%,f,Leblon,1.0,1.0,t,,Leblon,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$957.00,4,365,4,4,365,365,t,25,53,72,347,3,3,0,2024-01-02,2024-06-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.25
25200,25200,city scrape,Apartamento ao lado do metrô e shopping-Bella105,2024-02-06,"Rio de Janeiro, Brazil",,,,f,,3.0,3.0,t,,Tijuca,Entire rental unit,Entire home/apt,6,2.0,3.0,6.0,$513.00,2,365,2,2,365,365,t,3,15,30,202,32,31,0,2023-12-17,2024-11-25,4.84,4.97,4.88,5.0,4.91,4.94,4.91,f,2,2,0,0,2.55
25300,25300,city scrape,Carioquinha de Copacabana,2022-09-02,,within an hour,100%,99%,t,Copacabana,5.0,7.0,f,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,7,1.0,2.0,3.0,"$2,400.00",3,90,3,5,90,90,t,5,8,20,45,1,1,0,2024-02-13,2024-02-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,5,5,0,0,0.09
25400,25400,city scrape,Alugo quarto com cama de casal!,2023-02-13,,a few days or more,42%,33%,f,Tijuca,1.0,2.0,t,,Tijuca,Private room in rental unit,Private room,2,1.0,1.0,1.0,$214.00,1,365,1,1,365,365,t,28,58,88,268,2,2,0,2024-02-12,2024-02-14,5.0,4.5,4.5,4.5,5.0,4.0,5.0,f,1,0,1,0,0.19
25500,25500,city scrape,Aluguel de apartamento amplo,2020-01-09,,within an hour,100%,92%,f,Copacabana,3.0,3.0,t,,Copacabana,Entire rental unit,Entire home/apt,8,2.0,2.0,3.0,"$2,000.00",1,365,1,1,365,365,t,27,57,82,262,1,1,0,2024-01-01,2024-01-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.08
25600,25600,city scrape,casa do tucano 3,2023-01-30,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Pitangueiras,4.0,5.0,t,,Pitangueiras,Private room in home,Private room,2,,1.0,1.0,$166.00,1,365,1,1,365,365,t,28,58,88,268,0,0,0,,,,,,,,,,f,4,1,3,0,
25700,25700,city scrape,SUÍTE na Barra da Tijuca em frente à Praia,2019-10-13,"Rio de Janeiro, Brazil",a few days or more,40%,14%,f,Barra da Tijuca,2.0,2.0,t,,Barra da Tijuca,Private room in rental unit,Private room,2,1.0,1.0,1.0,$450.00,2,365,2,2,365,365,t,15,43,67,247,0,0,0,,,,,,,,,,f,2,1,1,0,
