,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,precio_usd
7433,7433,city scrape,⭐️Superhost! Réveillon Copacabana! 90 m2 Metrô,2018-11-10,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,2.0,2.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,11,2.0,2.0,9.0,2250.0,4,88,4,6,1125,1125,t,4,25,32,65,138,45,2,2018-12-24,2024-12-10,4.85,4.78,4.79,4.9,4.9,4.96,4.83,t,1,1,0,0,1.88,382.5
7440,7440,city scrape,Apartament luxo 3 min da praia e Copacabana Palace,2018-06-20,"State of Rio de Janeiro, Brazil",within a day,83%,100%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,8,2.0,2.0,3.0,1936.0,3,365,3,5,1125,1125,t,21,51,57,67,2,0,0,2022-11-14,2023-01-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.08,329.12
7450,7450,city scrape,"Copacabana beach fancy studio, safe area!",2013-10-10,"Rio de Janeiro, Brazil",a few days or more,37%,40%,f,Copacabana,2.0,2.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,405.0,2,1125,2,2,1125,1125,t,7,19,41,131,9,3,0,2021-01-17,2024-09-15,4.44,4.11,4.56,4.78,3.78,4.89,4.44,f,2,2,0,0,0.19,68.85000000000001
7455,7455,city scrape,Reveillon Copacabana,2015-12-16,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Copacabana,1.0,6.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1286.0,4,5,4,4,5,5,t,1,1,1,180,0,0,0,,,,,,,,,,t,1,1,0,0,,218.62
7457,7457,city scrape,Condomínio Pedra Bonita. Vista do Mar,2018-11-26,"Rio de Janeiro, Brazil",,,,f,Vidigal,2.0,3.0,t,,Vidigal,Entire condo,Entire home/apt,6,2.0,1.0,4.0,250.0,60,60,60,60,60,60,t,30,60,90,365,0,0,0,,,,,,,,,,f,2,1,1,0,,42.5
7468,7468,city scrape,Confortável Copacabana  Ap2 qts 5 hósp 2 qd praia.,2015-01-05,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,4.0,4.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,1150.0,2,15,2,5,15,15,t,14,37,44,100,14,3,0,2019-01-02,2024-09-23,4.93,4.86,4.93,4.93,4.93,4.86,4.64,f,4,3,1,0,0.19,195.5
7469,7469,city scrape,Copacabana Goyaz.,2014-06-25,"Rio de Janeiro, Brazil",within a day,80%,43%,f,Copacabana,6.0,8.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,8,2.0,3.0,5.0,699.0,3,90,3,5,30,90,t,0,0,17,17,24,12,0,2019-03-08,2024-11-21,4.83,4.75,4.67,4.92,4.71,4.96,4.79,f,6,6,0,0,0.34,118.83000000000001
7472,7472,city scrape,Quarto 350m Praia COPACABANA WiFi Metrô Comércio,2016-05-31,"Rio de Janeiro, Brazil",within an hour,100%,91%,t,Copacabana,5.0,5.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,5,2.0,1.0,1.0,450.0,3,365,3,3,365,365,t,25,55,81,356,9,3,0,2019-01-01,2024-09-23,4.78,4.89,4.67,5.0,5.0,4.89,4.56,f,4,1,3,0,0.12,76.5
7477,7477,city scrape,Pousada Paraíso Barra da Tijuca,2012-07-04,"Rio de Janeiro, Brazil",within a day,100%,33%,f,Barra da Tijuca,5.0,5.0,t,,Barra da Tijuca,Private room in bed and breakfast,Private room,16,8.0,7.0,0.0,200.0,1,365,1,1,365,365,t,5,22,36,188,0,0,0,,,,,,,,,,f,3,1,2,0,,34.0
7480,7480,city scrape,Design Penthouse Ipanema,2018-07-17,"Rio de Janeiro, Brazil",within a few hours,88%,91%,t,Copacabana,2.0,2.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,14,5.5,6.0,13.0,9235.0,3,80,1,3,80,80,t,13,22,31,284,143,27,4,2019-01-02,2024-12-24,4.88,4.89,4.88,4.87,4.8,4.83,4.8,f,2,2,0,0,1.96,1569.95
7482,7482,city scrape,COPACABANA NEW CLASSIC,2018-07-10,,a few days or more,47%,5%,f,Copacabana,15.0,16.0,t,,Copacabana,Entire condo,Entire home/apt,7,1.0,1.0,3.0,450.0,90,1125,90,90,1125,1125,t,30,60,90,365,1,0,0,2019-01-01,2019-01-01,2.0,1.0,3.0,5.0,5.0,5.0,2.0,f,12,11,1,0,0.01,76.5
7484,7484,city scrape,Copacabana lindo apartamento pra temporada,2016-06-22,"Rio de Janeiro, Brazil",within an hour,100%,50%,f,Copacabana,1.0,16.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,10,3.0,4.0,7.0,2664.0,3,730,4,4,1125,1125,t,24,34,41,51,6,1,0,2020-01-01,2024-02-13,4.33,4.83,4.5,4.67,4.33,4.83,4.33,t,1,1,0,0,0.1,452.88000000000005
7485,7485,city scrape,Réveillon em Copacabana,2013-05-30,"Rio de Janeiro, Brazil",,,,f,Copacabana,1.0,3.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,1450.0,7,7,7,7,7,7,t,28,58,88,363,0,0,0,,,,,,,,,,f,1,1,0,0,,246.50000000000003
7491,7491,city scrape,Praia de Copacabana Luminoso e Cheio de Charme,2018-11-16,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,2.0,2.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,3.0,3.0,3.0,1286.0,3,30,1,3,30,30,t,2,3,4,34,28,3,0,2019-01-01,2024-09-22,4.82,4.96,4.96,4.89,5.0,5.0,4.68,f,1,1,0,0,0.38,218.62
7492,7492,city scrape,View Ipanema – Luxury Flat/Hotel,2016-08-24,"Rio de Janeiro, Brazil",within a few hours,97%,40%,f,Ipanema,201.0,609.0,t,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Entire serviced apartment,Entire home/apt,5,2.0,2.0,3.0,1861.0,3,1125,3,5,1125,1125,t,7,8,9,36,0,0,0,,,,,,,,,,f,153,149,4,0,,316.37
7496,7496,city scrape,Spetacular Ocean view Penthouse Best Area of Barra,2018-06-03,"Rio de Janeiro, Brazil",within a few hours,93%,70%,t,Joá,5.0,6.0,t,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,6,3.0,3.0,3.0,2600.0,3,1125,3,5,1125,1125,t,11,16,31,31,40,1,0,2019-01-01,2024-01-15,4.8,4.83,4.78,4.98,5.0,4.98,4.65,f,5,5,0,0,0.55,442.00000000000006
7501,7501,city scrape,✪ Best Place for holidays at Rio de Janeiro! ✪,2013-07-30,"Rio de Janeiro, Brazil",within a few hours,100%,33%,f,Copacabana,1.0,3.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,7,1.5,2.0,4.0,1904.0,3,1125,3,3,1125,1125,t,0,0,6,6,10,0,0,2019-01-01,2022-05-15,5.0,4.9,5.0,5.0,4.9,5.0,4.9,f,1,1,0,0,0.14,323.68
7502,7502,city scrape,"Confortável, bem localizado, próximo praias e Lapa",2016-11-15,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Laranjeiras,4.0,6.0,t,"Laranjeiras, Rio de Janeiro, Brazil",Laranjeiras,Entire rental unit,Entire home/apt,5,2.0,3.0,5.0,1329.0,2,1125,2,2,1125,1125,t,18,32,51,56,83,49,3,2019-03-05,2024-12-23,4.98,4.98,4.95,4.99,4.99,4.98,4.96,t,4,4,0,0,1.17,225.93
7507,7507,city scrape,Apartamento lindo,2018-01-05,"Rio de Janeiro, Brazil",,,,f,,1.0,1.0,f,,Freguesia (Jacarepaguá),Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,2300.0,3,1125,3,3,1125,1125,t,29,29,29,29,0,0,0,,,,,,,,,,f,1,1,0,0,,391.0
7511,7511,city scrape,"3 bedrooms All W/ AC , close beach, family style.",2017-01-16,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Leblon,1.0,1.0,t,"Leblon, Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,1614.0,3,1125,1,3,1125,1125,t,12,26,35,205,123,28,2,2019-01-11,2024-12-12,4.98,4.97,4.98,4.98,4.99,4.98,4.86,f,1,1,0,0,1.69,274.38
7514,7514,city scrape,"Very confortable, cozy & quiet  place Copacabana",2014-06-10,"Tel Aviv-Yafo, Israel",within an hour,100%,98%,t,Copacabana,1.0,3.0,t,"Copacabana, Rio de Janeiro, Brazil",Lagoa,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,2250.0,2,730,2,5,730,730,t,10,31,50,324,128,38,2,2018-12-11,2024-12-22,4.88,4.94,4.81,4.97,4.95,4.89,4.83,f,1,1,0,0,1.74,382.5
7518,7518,city scrape,Espetacular 2 quartos - 250megas WiFi (BM4),2017-05-23,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,15.0,16.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,1614.0,5,15,3,5,15,15,t,5,16,31,106,132,21,2,2018-12-14,2024-12-22,4.78,4.86,4.77,4.91,4.89,4.78,4.77,f,15,15,0,0,1.79,274.38
7521,7521,city scrape,Studios same building at Ipanema,2016-08-24,"Rio de Janeiro, Brazil",within a few hours,97%,40%,f,Ipanema,201.0,609.0,t,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,8,2.0,2.0,4.0,2390.0,3,1125,3,5,1125,1125,t,30,59,78,168,0,0,0,,,,,,,,,,f,153,149,4,0,,406.3
7524,7524,city scrape,Ipanema BEST Location EVER! ONE BLOCK from Beach,2013-03-11,"São Paulo, Brazil",within an hour,100%,98%,f,Ipanema,1.0,5.0,t,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,6,2.5,3.0,5.0,2505.0,2,60,2,7,1125,1125,t,16,28,58,144,73,26,3,2019-01-15,2024-12-22,4.79,4.74,4.78,4.96,4.84,5.0,4.62,f,1,1,0,0,1.01,425.85
7525,7525,city scrape,"2 quarteirões da praia de Copacabana, metrô perto",2018-12-04,"Vila Velha, Brazil",within an hour,100%,92%,t,,1.0,1.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,1.0,1.0,564.0,4,90,4,4,90,90,t,0,0,9,99,61,21,1,2019-01-01,2024-12-02,4.7,4.75,4.46,4.82,4.84,4.87,4.75,f,1,1,0,0,0.84,95.88000000000001
7529,7529,city scrape,Copacabana Apartamento Posto 5,2018-02-24,"Rio de Janeiro, Brazil",within a few hours,100%,100%,t,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,874.0,5,1125,5,5,1125,1125,t,18,47,67,67,25,2,1,2019-01-29,2024-12-22,4.88,5.0,4.96,5.0,5.0,4.96,4.8,f,1,1,0,0,0.35,148.58
7532,7532,city scrape,Rio de Janiero - Cobertura na Barra Imperdível,2015-08-24,"São Paulo, Brazil",within a few hours,100%,87%,f,Barra da Tijuca,2.0,2.0,t,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Entire condo,Entire home/apt,6,2.0,3.0,3.0,1590.0,1,120,1,2,120,120,t,8,8,13,103,79,6,0,2019-03-08,2024-11-17,4.68,4.66,4.47,4.91,4.82,4.89,4.53,f,1,1,0,0,1.12,270.3
7538,7538,city scrape,"TEMPORADA, ANO NOVO E CARNAVAL-ZONA SUL",2016-02-21,"State of Rio de Janeiro, Brazil",within a few hours,100%,43%,f,Catete,2.0,4.0,t,,Catete,Entire condo,Entire home/apt,8,2.0,2.0,3.0,1020.0,2,360,2,2,360,360,t,24,54,84,359,4,1,0,2022-09-14,2024-06-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.14,173.4
7540,7540,city scrape,Apartamento Inteiro com Vista Maravilhosa,2018-11-29,"Rio de Janeiro, Brazil",within an hour,100%,99%,f,Catete,8.0,8.0,t,"Botafogo, Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,6,2.5,3.0,3.0,1293.0,2,1125,2,3,1125,1125,t,16,46,71,160,43,8,0,2019-03-05,2024-11-17,4.53,4.6,4.28,4.67,4.67,4.88,4.4,t,6,6,0,0,0.61,219.81
7549,7549,city scrape,Cobertura próx Praia | Melhor Ponto do Recreio !,2016-04-19,"Rio de Janeiro, Brazil",within a few hours,100%,64%,f,Recreio dos Bandeirantes,3.0,5.0,t,"Recreio dos Bandeirantes, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,8,3.0,4.0,1.0,700.0,2,45,2,4,15,45,t,24,54,84,174,6,4,0,2019-01-04,2024-10-30,4.5,4.33,4.83,4.83,4.83,4.83,4.33,f,2,2,0,0,0.08,119.00000000000001
7554,7554,city scrape,Copacabana 3 quartos proximo praia,2018-12-06,,within an hour,100%,100%,t,Copacabana,1.0,1.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,3.0,3.0,3.0,1686.0,2,1125,2,2,1125,1125,t,8,32,55,131,52,14,2,2018-12-30,2024-12-09,4.87,4.85,4.79,4.96,4.94,4.44,4.71,t,1,1,0,0,0.71,286.62
7558,7558,city scrape,02 quartos de casal - lagoa,2018-08-16,"State of Rio de Janeiro, Brazil",within an hour,100%,80%,f,Lagoa,9.0,12.0,t,,Lagoa,Private room in bed and breakfast,Private room,10,3.5,5.0,11.0,1100.0,1,30,1,1,30,30,t,29,59,84,359,2,0,0,2018-12-23,2023-11-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,6,4,2,0,0.03,187.0
7559,7559,city scrape,Paradisiac Penthouse - near Barra beach,2018-12-07,"Rio de Janeiro, Brazil",,,,f,Barra da Tijuca,2.0,2.0,t,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,6,4.5,4.0,4.0,350.0,90,900,90,90,900,900,t,30,60,90,90,2,0,0,2019-01-02,2019-01-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.03,59.50000000000001
7569,7569,city scrape,Despedida de solteira Espaço Cabannas Del Mar,2016-07-14,"Rio de Janeiro, Brazil",within a few hours,100%,92%,t,Joá,3.0,4.0,t,,Joá,Entire home,Entire home/apt,16,2.0,1.0,1.0,4000.0,1,365,1,1,365,365,t,0,0,0,69,3,0,0,2023-12-08,2023-12-24,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,3,3,0,0,0.23,680.0
7571,7571,city scrape,3/2 Apartamento estilo americano no Rio de Janeiro,2018-08-07,"Madrid, Spain",within a day,67%,20%,f,Recreio dos Bandeirantes,2.0,2.0,f,"Recreio Dos Bandeirantes , Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,496.0,3,61,3,3,61,61,t,24,54,84,359,0,0,0,,,,,,,,,,f,2,2,0,0,,84.32000000000001
7573,7573,city scrape,"Linda Cobertura com Terraço, 2 Qtos em Ipanema",2014-04-11,"Rio, Brazil",within an hour,100%,85%,f,Ipanema,2.0,3.0,t,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,1871.0,3,60,3,5,60,60,t,7,33,55,113,30,7,0,2019-01-22,2024-11-18,5.0,4.97,5.0,5.0,5.0,4.87,4.87,f,2,2,0,0,0.42,318.07000000000005
7576,7576,city scrape,Lagoa Mountain House View,2018-08-16,"State of Rio de Janeiro, Brazil",within an hour,100%,80%,f,Lagoa,9.0,12.0,t,"Lagoa, Rio de Janeiro, Brazil",Lagoa,Entire vacation home,Entire home/apt,14,4.5,6.0,12.0,4086.0,4,30,4,4,30,30,t,30,60,83,358,0,0,0,,,,,,,,,,f,6,4,2,0,,694.62
7578,7578,city scrape,"Ótimo apt Copacabana, 20 metros da praia",2018-01-26,,a few days or more,45%,44%,f,Copacabana,7.0,7.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,2304.0,1,1125,1,6,30,1125,t,12,38,63,337,8,4,1,2022-04-24,2024-12-07,4.88,5.0,5.0,4.88,4.88,4.88,4.88,f,3,3,0,0,0.24,391.68
7582,7582,city scrape,Apartamento Inteiro na Zona Sul ao lado Copacabana,2018-11-29,"Rio de Janeiro, Brazil",within an hour,100%,99%,f,Catete,8.0,8.0,t,"Botafogo, Rio de Janeiro, Brazil",Botafogo,Entire condo,Entire home/apt,5,3.0,3.0,4.0,1293.0,2,1125,2,3,1125,1125,t,23,53,78,163,25,8,0,2019-01-01,2024-11-24,4.36,4.52,4.32,4.76,4.72,4.92,4.44,f,6,6,0,0,0.34,219.81
7586,7586,city scrape,Apart para Reveillon Copacabana. Ótima localização,2016-07-29,"Rio de Janeiro, Brazil",within an hour,69%,97%,t,Copacabana,2.0,2.0,f,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,1090.0,4,15,4,4,15,15,t,24,54,80,80,0,0,0,,,,,,,,,,f,1,1,0,0,,185.3
7588,7588,city scrape,"Ipanema Retrô, conforto e excelente localização!",2016-05-17,"Rio de Janeiro, Brazil",within an hour,100%,93%,t,Ipanema,1.0,1.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,1606.0,2,1125,2,7,1125,1125,t,18,44,62,62,46,6,0,2019-01-01,2024-11-24,4.91,4.87,4.89,4.98,4.98,4.76,4.74,f,1,1,0,0,0.63,273.02000000000004
7591,7591,city scrape,Artist's house beachfront / Casa design na praia,2018-12-19,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Leme,2.0,7.0,t,"Copacabana, Rio de Janeiro, Brazil",Leme,Entire rental unit,Entire home/apt,9,2.0,3.0,5.0,1976.0,2,180,2,5,180,180,t,23,53,77,111,126,24,1,2019-04-21,2024-12-10,4.87,4.86,4.76,4.95,4.91,4.98,4.78,t,2,2,0,0,1.82,335.92
7592,7592,city scrape,De frente para o mar! Hospede-se na Av. Atlântica!,2018-12-23,,within an hour,100%,100%,f,Copacabana,1.0,4.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,737.0,2,29,2,2,1125,1125,t,1,6,15,135,98,33,2,2019-07-03,2024-12-26,4.84,4.89,4.56,4.95,4.95,5.0,4.84,t,1,1,0,0,1.47,125.29
7596,7596,city scrape,Pedra Bonita bloco A.,2018-11-26,"Rio de Janeiro, Brazil",,,,f,Vidigal,2.0,3.0,t,"Vidigal, Rio de Janeiro, Brazil",Vidigal,Private room in condo,Private room,6,2.0,2.0,2.0,250.0,30,30,30,30,30,30,t,29,59,89,89,0,0,0,,,,,,,,,,t,2,1,1,0,,42.5
7606,7606,city scrape,QUARTO PRIV. FAMÍLIA/AMIGOS/EMPRESAS - C/AR-COND.,2016-06-06,"Rio de Janeiro, Brazil",a few days or more,40%,0%,f,Centro,2.0,3.0,f,,Centro,Private room in rental unit,Private room,5,3.0,1.0,3.0,200.0,4,1125,4,4,1125,1125,t,22,52,77,352,0,0,0,,,,,,,,,,f,2,0,2,0,,34.0
7612,7612,city scrape,promoção  próximo Barra,2018-12-05,"Rio de Janeiro, Brazil",within an hour,100%,89%,t,Camorim,20.0,41.0,t,"Jacarepaguá, Rio de Janeiro, Brazil",Jacarepaguá,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,392.0,15,45,1,15,45,45,t,18,48,71,71,19,3,0,2019-10-05,2024-10-28,4.84,5.0,4.79,4.95,4.95,5.0,4.79,t,18,16,2,0,0.3,66.64
7618,7618,city scrape,Excellent 2 bedroom one block from the beach,2018-05-29,,within an hour,100%,93%,f,Copacabana,14.0,49.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,2000.0,3,1125,3,3,1125,1125,t,3,4,16,196,27,9,0,2021-11-02,2024-11-09,4.59,4.48,4.44,4.89,4.7,5.0,4.52,f,12,12,0,0,0.7,340.0
7624,7624,city scrape,Apartamento a uma quadra da Praia de Copacabana.,2014-11-13,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,3.0,3.0,f,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,2000.0,7,30,7,7,1125,1125,t,23,53,83,173,0,0,0,,,,,,,,,,t,3,3,0,0,,340.0
7628,7628,city scrape,Casa espetacular na charmosa Santa Teresa,2015-08-25,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Santa Teresa,3.0,3.0,f,"Santa Teresa, Rio de Janeiro, Brazil",Santa Teresa,Entire home,Entire home/apt,8,3.0,5.0,5.0,2500.0,1,60,1,1,60,60,t,27,57,82,357,2,1,0,2019-03-05,2024-01-05,5.0,5.0,4.0,5.0,5.0,5.0,5.0,f,3,1,2,0,0.03,425.00000000000006
7629,7629,city scrape,GUARATIBALI RESIDENCE: HOUSE WITH 6 ROOMS,2016-05-02,"Rio de Janeiro, Brazil",within a few hours,100%,53%,f,Barra de Guaratiba,9.0,9.0,t,,Barra de Guaratiba,Private room in home,Private room,14,6.0,6.0,6.0,990.0,1,1125,1,1,1125,1125,t,27,57,87,362,1,0,0,2021-07-18,2021-07-18,4.0,2.0,4.0,5.0,4.0,4.0,4.0,f,9,0,9,0,0.02,168.3
7631,7631,city scrape,Executive In - Ideal para família,2014-08-22,"Uberlândia, Brazil",within an hour,100%,98%,f,Portal do Vale,10.0,12.0,t,"Rio de Janiero, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,10,2.0,2.0,3.0,688.0,2,90,2,3,90,90,t,24,46,69,343,46,5,0,2019-09-30,2024-11-06,4.96,4.98,5.0,4.96,4.96,4.83,4.87,t,2,2,0,0,0.72,116.96000000000001
7632,7632,city scrape,"Temporada sala, dois quartos +1 serviço GLÓRIA",2018-12-05,"State of Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Catete,1.0,1.0,t,"Glória, Rio de Janeiro, Brazil",Catete,Entire rental unit,Entire home/apt,6,1.5,2.0,5.0,807.0,4,1125,3,4,1125,1125,t,9,24,37,311,6,1,0,2019-03-07,2024-04-18,4.83,5.0,4.83,5.0,4.83,5.0,4.67,f,1,1,0,0,0.08,137.19
7636,7636,city scrape,GUARATIBALI RESIDENCE: HOUSE WITH 6 ROOMS,2016-05-02,"Rio de Janeiro, Brazil",within a few hours,100%,53%,f,Barra de Guaratiba,9.0,9.0,t,,Barra de Guaratiba,Private room in home,Private room,14,0.0,6.0,6.0,990.0,1,1125,1,1,1125,1125,t,29,59,89,364,0,0,0,,,,,,,,,,f,9,0,9,0,,168.3
7641,7641,city scrape,Apartamento no Recreio de 145 m² próximo à praia,2018-09-07,"Rio de Janeiro, Brazil",within a day,100%,80%,f,Recreio dos Bandeirantes,2.0,2.0,t,"Recreio dos Bandeirantes, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,6,3.0,3.0,3.0,850.0,2,1125,2,2,1125,1125,t,23,53,83,358,8,3,0,2019-03-06,2024-09-23,5.0,5.0,5.0,5.0,5.0,4.75,5.0,f,1,1,0,0,0.11,144.5
7648,7648,city scrape,GUARATIBALI RESIDENCE: HOUSE WITH 6 ROOMS,2016-05-02,"Rio de Janeiro, Brazil",within a few hours,100%,53%,f,Barra de Guaratiba,9.0,9.0,t,,Barra de Guaratiba,Private room in home,Private room,14,6.0,6.0,6.0,990.0,1,1125,1,1,1125,1125,t,29,59,89,364,0,0,0,,,,,,,,,,f,9,0,9,0,,168.3
7653,7653,city scrape,Delicioso estúdio no bairro mais boêmio do Rio,2011-03-31,"Rio de Janeiro, Brazil",within a few hours,100%,67%,,Lapa,3.0,4.0,t,"Centro, Rio de Janeiro, Brazil",Centro,Entire loft,Entire home/apt,8,1.0,0.0,4.0,700.0,2,1125,2,2,1125,1125,t,23,53,76,351,7,1,0,2020-01-06,2024-09-22,5.0,4.71,5.0,5.0,5.0,4.86,5.0,f,1,1,0,0,0.12,119.00000000000001
7654,7654,city scrape,"Cobertura, Vista total da  queima de fogos!",2015-12-21,"Miami, FL",within a day,50%,,f,,4.0,4.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,3.0,2.0,3.0,2071.0,3,1125,3,3,1125,1125,t,7,33,58,147,2,0,0,2019-01-02,2020-02-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.03,352.07000000000005
7656,7656,city scrape,Barra da tijuca beach - charme e encanto,2015-10-27,"Rio de Janeiro, Brazil",within a day,57%,10%,f,Barra da Tijuca,160.0,196.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,850.0,1,31,1,1,31,31,t,25,55,85,360,18,3,0,2019-01-02,2024-09-16,4.33,4.28,4.39,4.33,4.61,4.61,4.17,f,154,154,0,0,0.25,144.5
7657,7657,city scrape,Apto Copacabana - Posto 5 Localização Privilegiada,2016-10-31,"Volta Redonda, Brazil",within an hour,100%,100%,t,Copacabana,2.0,2.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,8,1.5,3.0,4.0,1153.0,2,28,2,5,1125,1125,t,12,38,61,151,25,7,0,2019-06-23,2024-11-18,4.88,4.92,4.8,4.8,4.92,5.0,4.92,t,1,1,0,0,0.37,196.01000000000002
7662,7662,city scrape,Always my vacation place,2018-12-27,"Simpsonville, SC",within a few hours,100%,98%,t,Recreio dos Bandeirantes,3.0,3.0,t,"Barra da Tijuca, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire condo,Entire home/apt,6,2.0,3.0,3.0,803.0,3,730,3,3,730,730,t,19,49,79,116,28,9,0,2019-09-28,2024-09-23,4.96,5.0,4.75,4.82,5.0,4.68,4.79,f,1,1,0,0,0.44,136.51000000000002
7665,7665,city scrape,LEME - VISTA MAR 1 MINUTO DA PRAIA DE COPACABANA,2018-12-17,,within a day,90%,33%,f,Leme,4.0,8.0,t,"Leme, Rio de Janeiro, Brazil",Leme,Entire rental unit,Entire home/apt,6,2.0,3.0,6.0,1114.0,2,32,2,2,32,32,t,19,49,71,161,18,6,0,2020-01-01,2024-11-17,4.83,4.72,4.83,4.94,5.0,5.0,4.83,f,4,1,3,0,0.3,189.38000000000002
