,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,precio_usd
18790,18790,city scrape,Ipanema Dreams,2022-08-15,,within a few hours,91%,53%,f,Copacabana,8.0,9.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,1686.0,2,90,2,2,90,90,t,4,20,43,318,29,10,0,2023-01-23,2024-11-20,4.83,4.9,4.66,4.9,4.86,4.93,4.79,f,8,8,0,0,1.23,286.62
18792,18792,city scrape,Praia bela - charme e beleza.,2015-10-27,"Rio de Janeiro, Brazil",within a day,57%,10%,f,Barra da Tijuca,160.0,196.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,5,1.0,2.0,5.0,750.0,1,365,1,1,365,365,t,29,59,89,364,1,0,0,2023-04-02,2023-04-02,5.0,5.0,5.0,5.0,4.0,5.0,5.0,f,154,154,0,0,0.05,127.50000000000001
18793,18793,city scrape,Cobertura Duplex em Recreio dos Bandeirantes,2019-06-06,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Recreio dos Bandeirantes,1.0,1.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,6,2.5,2.0,2.0,1100.0,5,15,3,3,1125,1125,t,21,51,81,81,0,0,0,,,,,,,,,,f,1,1,0,0,,187.0
18796,18796,city scrape,Apartment 150m from Ipanema Beach | GC 56/201,2013-04-19,"Rio de Janeiro, Brazil",within an hour,98%,99%,f,Vidigal,247.0,431.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,5,3.0,3.0,3.0,1758.0,2,90,2,5,90,90,t,13,43,73,347,27,12,0,2023-02-10,2024-10-08,4.56,4.78,4.67,4.56,4.59,4.93,4.44,t,241,241,0,0,1.18,298.86
18811,18811,previous scrape,Apto na Praia do Flamengo,2023-01-20,,within an hour,100%,89%,t,Flamengo,1.0,1.0,t,"Rio de Janeiro, Brazil",Flamengo,Entire rental unit,Entire home/apt,5,,2.0,,,2,1125,2,5,1125,1125,t,15,45,69,134,34,22,1,2023-02-22,2024-12-05,5.0,4.85,4.97,4.94,5.0,4.94,4.82,f,1,1,0,0,1.51,
18813,18813,city scrape,Casa,2021-12-11,,a few days or more,0%,,f,Barra da Tijuca,1.0,1.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire home,Entire home/apt,8,6.0,4.0,5.0,15714.0,2,365,2,2,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,t,1,1,0,0,,2671.38
18820,18820,city scrape,Belíssimo apê na Praia de Copacabana,2016-09-14,"Rio de Janeiro, Brazil",within an hour,83%,33%,f,Leme,1.0,2.0,t,"Rio de Janeiro, Brazil",Leme,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,1350.0,3,1125,3,3,1125,1125,t,24,29,29,209,1,0,0,2023-09-17,2023-09-17,4.0,4.0,4.0,5.0,5.0,5.0,4.0,f,1,1,0,0,0.06,229.50000000000003
18821,18821,city scrape,Duas Suítes em Ipanema Arpoador,2015-01-14,"Rio de Janeiro, Brazil",within an hour,100%,95%,t,Copacabana,2.0,2.0,t,,Ipanema,Entire rental unit,Entire home/apt,5,2.5,2.0,3.0,2150.0,3,89,3,7,89,89,t,1,17,29,29,5,3,0,2023-02-22,2024-11-17,5.0,5.0,5.0,5.0,5.0,5.0,4.8,t,2,2,0,0,0.22,365.5
18822,18822,city scrape,Casa próxima a transportes,2023-01-20,,a few days or more,0%,,f,Vila Militar,1.0,1.0,t,"Rio de Janeiro, Brazil",Vila Militar,Entire home,Entire home/apt,5,1.5,2.0,2.0,420.0,1,365,1,1,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,f,1,1,0,0,,71.4
18829,18829,previous scrape,Apartamento Luxo Ipanema,2015-10-23,"Rio de Janeiro, Brazil",within an hour,100%,52%,t,Copacabana,12.0,12.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,,2.0,,,3,365,3,7,365,365,t,0,0,0,0,1,1,0,2024-02-14,2024-02-14,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,11,5,4,2,0.09,
18832,18832,city scrape,Apartamento em Barra da Tijuca,2023-01-21,,within a day,80%,57%,f,Barra da Tijuca,1.0,1.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,10,5.5,4.0,6.0,2900.0,2,1125,1,2,1125,1125,t,0,10,23,271,23,12,0,2023-09-04,2024-11-17,4.74,4.7,4.83,4.83,4.57,4.87,4.74,f,1,1,0,0,1.43,493.00000000000006
18834,18834,city scrape,"Suíte independente na Praia da Brisa, Guaratiba-RJ",2020-01-06,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Guaratiba,1.0,1.0,t,"Rio de Janeiro, Brazil",Guaratiba,Private room in home,Private room,6,1.0,1.0,3.0,111.0,1,1125,1,1,1125,1125,t,18,48,78,350,18,14,1,2023-02-12,2024-12-07,5.0,5.0,4.94,5.0,5.0,5.0,5.0,f,1,0,1,0,0.79,18.87
18840,18840,city scrape,Beautiful Apartment in Flamengo,2016-06-06,"Rio de Janeiro, Brazil",,,,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Flamengo,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,1043.0,2,1125,2,2,1125,1125,t,9,22,42,314,27,12,1,2023-05-25,2024-12-15,4.89,4.89,4.85,4.93,4.96,4.93,4.74,f,1,1,0,0,1.39,177.31
18846,18846,city scrape,Pão de Açúcar Rent a space in entire apartment,2017-11-28,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Madureira,5.0,5.0,t,,Botafogo,Entire rental unit,Entire home/apt,8,2.0,3.0,5.0,567.0,3,360,3,3,1125,1125,t,22,52,77,352,19,7,0,2023-01-29,2024-09-22,4.63,4.63,4.37,4.68,4.84,5.0,4.74,t,2,2,0,0,0.82,96.39
18855,18855,city scrape,Flat Praia Pontal /Riocentro / Jeunesse Arena,2019-01-02,"State of Rio de Janeiro, Brazil",within an hour,100%,94%,f,Recreio dos Bandeirantes,5.0,5.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,329.0,2,300,2,2,300,300,t,23,53,83,358,6,6,0,2024-04-21,2024-09-23,4.17,4.33,3.67,4.67,4.5,4.67,4.33,f,5,5,0,0,0.72,55.93000000000001
18861,18861,city scrape,Copacabana Quadra da praia 3Qtos,2015-11-16,"Rio de Janeiro, Brazil",within an hour,100%,97%,t,Ipanema,45.0,114.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,7,2.5,3.0,6.0,2434.0,3,365,3,3,365,365,t,8,34,60,64,30,11,0,2023-02-05,2024-10-15,4.97,4.93,4.97,5.0,4.97,4.97,4.93,f,43,43,0,0,1.3,413.78000000000003
18862,18862,previous scrape,Apartamento inteiro em Copacabana,2016-02-08,"Rio de Janeiro, Brazil",,,0%,,Copacabana,4.0,4.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,,2.0,,,1,365,1,1,365,365,t,0,0,0,0,2,0,0,2023-11-18,2023-11-19,4.0,4.5,4.5,5.0,4.5,4.5,4.0,f,1,1,0,0,0.15,
18863,18863,city scrape,SUH Copacabana 23 Close To The Beach and Subway!,2019-11-17,"Rio de Janeiro, Brazil",within an hour,100%,97%,f,Copacabana,115.0,230.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,1.0,1.0,3.0,1056.0,1,365,1,5,1125,1125,t,6,35,48,180,104,53,3,2023-02-05,2024-12-14,4.76,4.77,4.77,4.73,4.87,4.77,4.72,t,113,113,0,0,4.5,179.52
18867,18867,city scrape,Copa luxo 3 quartos,2012-11-26,"Rio de Janeiro, Brazil",within an hour,100%,92%,t,Copacabana,49.0,179.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,2713.0,3,365,3,7,365,365,t,6,8,31,86,15,4,0,2023-03-17,2024-03-07,5.0,5.0,5.0,4.87,4.93,4.93,4.93,f,42,42,0,0,0.69,461.21000000000004
18876,18876,city scrape,Arte & Luxo Resort Barra - Bora B.,2019-03-23,"Rio de Janeiro, Brazil",,,,f,,2.0,2.0,f,"Rio de Janeiro, Brazil",Jacarepaguá,Entire rental unit,Entire home/apt,7,2.0,2.0,3.0,924.0,3,90,3,3,90,90,t,6,23,53,221,30,20,2,2023-04-24,2024-12-08,4.93,4.93,4.9,4.97,5.0,4.83,4.93,f,1,1,0,0,1.47,157.08
18879,18879,city scrape,aconchegante apartamento Copacabana,2022-01-02,,within a few hours,100%,97%,t,Copacabana,1.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire condo,Entire home/apt,5,1.5,2.0,2.0,893.0,3,365,3,5,365,365,t,0,3,13,160,33,20,2,2023-03-27,2024-12-16,4.79,4.82,4.91,4.94,4.85,4.85,4.85,f,1,1,0,0,1.54,151.81
18888,18888,city scrape,Pé na areia no Leblon/RJ,2018-11-11,"Rio de Janeiro, Brazil",within an hour,100%,95%,t,Leblon,1.0,1.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,1871.0,1,1125,2,6,1125,1125,t,24,54,84,174,26,10,1,2023-02-18,2024-12-01,4.54,4.73,4.46,4.85,4.77,4.96,4.5,f,1,1,0,0,1.15,318.07000000000005
18895,18895,city scrape,Luxurious Beachfront Oasis: Renovated Penthouse!,2014-12-11,"Miami Beach, FL",within an hour,100%,100%,t,South Beach,11.0,11.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire condo,Entire home/apt,5,1.5,1.0,3.0,2700.0,2,365,1,5,1125,1125,t,0,5,19,276,86,57,3,2023-01-30,2024-12-19,4.98,4.94,4.95,4.91,4.97,5.0,4.92,t,4,4,0,0,3.7,459.00000000000006
18896,18896,city scrape,Cobertura gigante na praia com vista das montanhas,2022-05-14,Brazil,within an hour,100%,96%,f,Recreio dos Bandeirantes,1.0,1.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,8,1.0,3.0,3.0,1014.0,2,33,2,4,1125,1125,t,9,39,69,69,16,12,1,2023-09-10,2024-12-23,4.5,4.56,4.5,4.56,4.63,4.69,4.38,f,1,1,0,0,1.01,172.38000000000002
18901,18901,city scrape,Super luxo Quadra da Praia,2015-08-31,"Monterrey, Mexico",within a few hours,100%,84%,t,Leblon,2.0,2.0,t,,Leblon,Entire rental unit,Entire home/apt,6,3.5,3.0,4.0,3371.0,2,1125,2,2,1125,1125,t,11,37,57,147,16,5,0,2023-02-22,2024-09-22,5.0,5.0,4.88,5.0,5.0,5.0,5.0,f,1,1,0,0,0.71,573.07
18903,18903,city scrape,"Super location, perfect stay",2013-02-17,"Brasilia, Brazil",within a few hours,100%,64%,f,Leblon,1.0,1.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,6,3.0,3.0,6.0,2500.0,3,360,3,3,360,360,t,19,49,69,344,7,5,0,2023-02-22,2024-11-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.31,425.00000000000006
18906,18906,city scrape,Rio Copa Charme,2018-05-21,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,2.0,1.0,2.0,1123.0,2,65,1,5,65,65,t,5,26,43,169,59,23,1,2023-02-14,2024-12-02,4.97,4.98,4.92,5.0,5.0,4.97,4.88,t,1,1,0,0,2.59,190.91000000000003
18910,18910,city scrape,Três quartos cond. de luxo Barra 10min da praia,2018-10-18,"State of Rio de Janeiro, Brazil",within a few hours,100%,85%,t,Barra da Tijuca,1.0,2.0,t,,Camorim,Entire rental unit,Entire home/apt,12,3.0,3.0,5.0,1850.0,3,365,3,9,365,365,t,16,46,76,256,30,9,0,2023-02-13,2024-10-14,4.87,4.83,4.83,4.9,4.97,4.83,4.77,f,1,1,0,0,1.32,314.5
18917,18917,city scrape,Cozy Apt on top of Copacabana,2021-02-14,,within an hour,100%,100%,t,Copacabana,3.0,4.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire condo,Entire home/apt,5,1.0,1.0,3.0,1188.0,3,1125,3,5,1125,1125,t,20,50,76,351,61,28,0,2023-03-07,2024-11-26,4.85,4.82,4.93,4.87,4.95,4.87,4.85,f,3,3,0,0,2.76,201.96
18918,18918,city scrape,Apartamento no coração do Leblon,2011-06-25,"Rio de Janeiro, Brazil",within a few hours,90%,62%,f,Leblon,3.0,7.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,3000.0,3,1125,3,3,1125,1125,t,26,56,79,354,2,0,0,2023-02-22,2023-11-04,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,1,1,0,0,0.09,510.00000000000006
18921,18921,city scrape,Sítio piscina e churrasqueira,2023-01-23,,a few days or more,0%,,f,Vargem Grande,1.0,1.0,t,,Vargem Grande,Entire home,Entire home/apt,7,2.0,3.0,5.0,1500.0,2,1125,2,2,1125,1125,t,27,57,87,177,0,0,0,,,,,,,,,,f,1,1,0,0,,255.00000000000003
18922,18922,previous scrape,Conforto no coração do Rio,2023-01-23,"Rio de Janeiro, Brazil",within an hour,100%,89%,t,Laranjeiras,1.0,1.0,t,"Rio de Janeiro, Brazil",Laranjeiras,Entire guesthouse,Entire home/apt,5,,2.0,,,2,15,2,5,1125,1125,t,13,42,58,238,23,12,1,2023-04-07,2024-11-28,4.96,4.78,5.0,5.0,5.0,4.83,4.91,f,1,1,0,0,1.09,
18935,18935,city scrape,Apartamento charmoso & amplo em Botafogo,2015-05-09,"Rio de Janeiro, Brazil",within a day,50%,50%,f,Botafogo,1.0,4.0,t,"Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,5,1.5,3.0,3.0,1014.0,2,14,2,2,14,14,t,24,54,79,79,5,2,0,2023-02-22,2024-02-13,5.0,5.0,5.0,4.6,4.8,5.0,4.8,f,1,1,0,0,0.22,172.38000000000002
18937,18937,city scrape,Fer202 | Apartment in the famous Dias Ferreira str,2012-03-21,"Rio de Janeiro, Brazil",within an hour,98%,69%,f,Leblon,130.0,358.0,t,,Leblon,Entire rental unit,Entire home/apt,5,2.0,1.0,3.0,228.0,1,1125,1,3,3,1125,t,0,0,0,179,4,2,0,2023-03-21,2024-02-14,4.75,4.5,5.0,4.5,4.25,5.0,4.75,f,125,117,8,0,0.18,38.760000000000005
18943,18943,city scrape,Cozy Ipanema Loft Near Everything,2019-02-21,Brazil,within a day,100%,67%,f,Recreio dos Bandeirantes,3.0,3.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire loft,Entire home/apt,5,1.5,1.0,2.0,1399.0,2,7,2,2,1125,1125,t,19,49,72,139,95,44,2,2023-02-21,2024-12-09,4.93,4.91,4.93,4.92,4.98,4.97,4.84,f,2,2,0,0,4.21,237.83
18946,18946,city scrape,casa com piscina em campo grande Rio da Prata 02rj,2019-10-23,"Rio de Janeiro, Brazil",within an hour,100%,55%,t,Campo Grande,5.0,6.0,t,,Campo Grande,Entire home,Entire home/apt,10,4.0,4.0,8.0,829.0,1,28,1,1,28,28,t,26,56,86,152,9,3,1,2023-04-30,2024-11-30,4.89,4.78,4.89,4.78,5.0,4.44,4.78,f,5,3,1,1,0.44,140.93
18951,18951,city scrape,Sítio em Campo Grande/RJ,2017-08-23,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Campo Grande,1.0,1.0,t,,Campo Grande,Entire home,Entire home/apt,12,2.5,3.0,7.0,1257.0,1,1125,1,1,1125,1125,t,27,57,84,359,0,0,0,,,,,,,,,,f,1,1,0,0,,213.69000000000003
18953,18953,city scrape,Apartamento vista mar Copacabana,2022-07-18,,within a few hours,76%,60%,f,Copacabana,3.0,6.0,t,,Copacabana,Entire rental unit,Entire home/apt,9,2.0,3.0,8.0,2643.0,1,365,1,1,365,365,t,5,8,21,266,21,17,1,2023-11-02,2024-12-23,4.95,4.9,4.86,4.95,4.95,5.0,4.9,f,3,3,0,0,1.49,449.31000000000006
18954,18954,city scrape,Apartamento com área externa -Copacabana 100mpraia,2017-05-01,"Rio de Janeiro, Brazil",within an hour,100%,98%,t,Copacabana,10.0,11.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,1.0,2.0,5.0,2398.0,3,180,3,6,1125,1125,t,13,41,54,54,12,5,0,2023-02-14,2024-11-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,10,10,0,0,0.53,407.66
18959,18959,city scrape,Beautiful 3 bedroom apartment in Ipanema - Ipa002,2022-07-10,"Rio de Janeiro, Brazil",within an hour,100%,55%,t,Frade,65.0,114.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1298.0,3,90,3,7,90,90,t,1,1,27,210,9,7,0,2023-03-25,2024-09-23,4.89,4.67,4.67,5.0,4.89,4.89,4.67,f,34,34,0,0,0.42,220.66000000000003
18961,18961,city scrape,Luxury villa in Joa with swimming pool - Joa003,2022-07-10,"Rio de Janeiro, Brazil",within an hour,100%,55%,t,Frade,65.0,114.0,t,,Joá,Entire villa,Entire home/apt,10,6.0,5.0,5.0,17700.0,3,90,3,7,90,90,t,21,51,81,81,0,0,0,,,,,,,,,,f,34,34,0,0,,3009.0
18962,18962,city scrape,Luxury villa in Joá with beautiful view - Joa004,2022-07-10,"Rio de Janeiro, Brazil",within an hour,100%,55%,t,Frade,65.0,114.0,t,,Joá,Entire villa,Entire home/apt,10,8.0,5.0,5.0,35400.0,3,90,3,7,90,90,t,28,58,79,263,0,0,0,,,,,,,,,,f,34,34,0,0,,6018.0
18965,18965,previous scrape,Lindo apartamento entre gávea e Leblon,2016-06-22,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Gávea,15.0,18.0,t,"Rio de Janeiro, Brazil",Gávea,Entire rental unit,Entire home/apt,5,,2.0,,,5,90,5,5,90,1125,t,0,0,0,0,57,31,0,2023-03-12,2024-11-20,4.7,4.81,4.74,4.98,4.81,4.72,4.75,t,11,11,0,0,2.6,
18968,18968,city scrape,Family Apartment in Botafogo,2014-01-06,"Rio de Janeiro, Brazil",within an hour,100%,98%,f,Copacabana,7.0,20.0,t,"Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,1286.0,3,30,2,7,1125,1125,t,0,5,5,5,42,27,1,2023-03-27,2024-12-15,4.74,4.88,4.79,4.74,4.76,4.86,4.71,f,7,7,0,0,1.96,218.62
18973,18973,city scrape,Apartamento amplo e fresco,2018-06-02,"Rio de Janeiro, Brazil",within a day,100%,100%,f,Laranjeiras,2.0,3.0,t,"Rio de Janeiro, Brazil",Laranjeiras,Entire rental unit,Entire home/apt,7,2.5,4.0,5.0,1207.0,2,15,2,2,15,15,t,0,3,10,10,5,3,0,2023-02-26,2024-02-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,1,1,0,0.22,205.19000000000003
18980,18980,city scrape,Apto na Barra perto dos maiores eventos e praia,2015-08-05,"Rio de Janeiro, Brazil",within an hour,100%,97%,t,Barra da Tijuca,1.0,1.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire condo,Entire home/apt,6,2.0,2.0,4.0,986.0,1,1125,1,1,1125,1125,t,3,30,52,327,36,21,2,2023-05-08,2024-12-23,4.94,4.97,4.97,4.89,4.94,4.94,4.86,f,1,1,0,0,1.8,167.62
18982,18982,previous scrape,Casa do Mato - Ilha de Guaratiba,2014-05-10,"Rio de Janeiro, Brazil",within a few hours,80%,92%,f,Guaratiba,1.0,4.0,t,"Rio de Janeiro, Brazil",Guaratiba,Entire home,Entire home/apt,6,,2.0,,,3,365,3,4,365,365,t,0,0,0,0,9,8,0,2023-12-26,2024-11-27,5.0,4.89,4.89,4.89,5.0,4.67,5.0,f,1,1,0,0,0.73,
18985,18985,city scrape,Apto espetacular. Melhor local.,2018-01-13,"Rio de Janeiro, Brazil",within an hour,100%,86%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,10,4.0,5.0,5.0,2800.0,5,15,5,5,15,15,t,21,41,58,58,4,1,0,2023-02-22,2024-06-02,5.0,5.0,5.0,5.0,5.0,4.5,5.0,f,1,1,0,0,0.18,476.00000000000006
18986,18986,city scrape,Lindo Apartamento em Frente a Praia de Ipanema,2016-08-28,,within an hour,100%,99%,t,Leblon,52.0,61.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,1692.0,2,90,2,3,90,1125,t,2,12,27,27,71,40,1,2023-02-09,2024-12-01,4.8,4.73,4.7,4.86,4.97,4.99,4.61,f,52,52,0,0,3.09,287.64000000000004
18987,18987,city scrape,Apartamento de cobertura para o Carnaval,2020-07-19,"Rio de Janeiro, Brazil",a few days or more,0%,100%,f,Flamengo,1.0,2.0,f,"Rio de Janeiro, Brazil",Flamengo,Entire rental unit,Entire home/apt,8,3.0,3.0,4.0,2000.0,5,365,5,5,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,t,1,1,0,0,,340.0
18988,18988,city scrape,Apartamento Copacabana,2023-01-28,,within a few hours,100%,91%,t,Copacabana,2.0,2.0,f,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,7,2.0,3.0,3.0,1754.0,2,365,2,4,365,365,t,1,3,11,151,39,22,0,2023-02-23,2024-10-27,4.72,4.74,4.62,4.9,4.82,4.77,4.72,f,2,2,0,0,1.73,298.18
18991,18991,city scrape,Ótimo apartamento 300 metros da praia P.G.B 58/604,2020-05-24,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,75.0,77.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,7,2.0,2.0,4.0,1394.0,1,365,1,6,1125,1125,t,4,31,35,35,91,49,5,2023-02-15,2024-12-19,4.78,4.66,4.76,4.97,4.9,4.88,4.76,t,74,74,0,0,4.0,236.98000000000002
18992,18992,city scrape,Sambodromo ao Lado,2023-01-03,"Rio de Janeiro, Brazil",within an hour,99%,68%,f,Catumbi,7.0,9.0,t,,Catumbi,Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,655.0,2,365,6,6,365,365,t,3,33,63,63,18,11,1,2023-02-25,2024-12-13,4.5,4.5,4.44,4.56,4.5,4.44,4.56,f,7,5,2,0,0.8,111.35000000000001
18993,18993,city scrape,Lindo Apartamento na Rua Mais Famosa do Leblon,2016-08-28,,within an hour,100%,99%,t,Leblon,52.0,61.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,6,3.0,3.0,3.0,1063.0,2,90,2,3,90,1125,t,3,13,30,33,76,34,3,2023-02-05,2024-12-26,4.76,4.71,4.8,4.96,4.95,5.0,4.72,f,52,52,0,0,3.29,180.71
18998,18998,city scrape,Copacabana Quarto Sala proximo Metrô,2011-04-24,"Rio de Janeiro, Brazil",within an hour,97%,10%,f,Ipanema,50.0,79.0,t,,Copacabana,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,300.0,2,365,2,7,365,365,t,0,0,23,298,4,2,0,2023-05-01,2024-02-07,4.75,4.5,4.0,4.75,4.5,4.25,4.25,f,43,43,0,0,0.2,51.00000000000001
19007,19007,city scrape,Espaço no coração de Copa!,2016-07-10,,within a few hours,75%,0%,f,Copacabana,1.0,3.0,f,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,8,3.0,3.0,4.0,1200.0,5,365,5,5,365,365,t,20,50,75,165,0,0,0,,,,,,,,,,f,1,1,0,0,,204.00000000000003
19008,19008,city scrape,Melhor LOCAL em copacabana,2023-01-28,,within a few hours,100%,0%,f,Copacabana,2.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,3.0,3.0,3.0,1000.0,5,15,4,4,15,15,t,24,53,75,163,0,0,0,,,,,,,,,,f,2,1,1,0,,170.0
19013,19013,city scrape,Apartamento Praia do Flamengo,2021-03-25,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Flamengo,1.0,1.0,t,"Rio de Janeiro, Brazil",Flamengo,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,2084.0,2,364,2,4,364,364,t,1,1,22,187,28,18,2,2023-02-21,2024-12-14,4.96,4.96,5.0,5.0,4.93,4.89,4.96,f,1,1,0,0,1.24,354.28000000000003
19017,19017,previous scrape,Casa com acesso rápido a Copacabana-Tem WI-FI,2017-07-17,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,7.0,8.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire home,Entire home/apt,6,,3.0,,,1,1125,1,1,1125,1125,t,28,58,86,86,1,0,0,2023-02-19,2023-02-19,3.0,4.0,2.0,5.0,5.0,3.0,3.0,t,7,1,6,0,0.04,
19024,19024,city scrape,Praiano,2018-11-15,"Rio de Janeiro, Brazil",within an hour,100%,89%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,1.0,1.0,2.0,1157.0,3,365,3,3,365,365,t,3,6,21,279,9,7,0,2023-03-28,2024-11-17,5.0,4.89,4.89,5.0,5.0,5.0,5.0,f,1,1,0,0,0.42,196.69000000000003
19034,19034,city scrape,"Apto. familiar, próximo à praia.",2015-08-30,"Brasília, Brazil",within an hour,100%,93%,t,Copacabana,1.0,1.0,f,,Copacabana,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,1300.0,2,60,3,4,60,60,t,3,5,15,91,36,22,1,2023-03-01,2024-12-03,4.89,4.83,4.64,4.81,4.92,4.89,4.78,f,1,1,0,0,1.61,221.00000000000003
19039,19039,city scrape,Lagoa Flat-Conforto&Praticidade,2014-01-09,"Rio de Janeiro, Brazil",within a few hours,90%,35%,f,Jardim Botânico,2.0,4.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,1229.0,2,365,2,2,365,365,t,24,54,77,167,4,2,0,2023-11-06,2024-11-20,4.0,4.75,4.75,3.75,4.25,4.75,4.25,f,2,2,0,0,0.29,208.93
19042,19042,city scrape,Casa In Copa,2014-12-22,"Rio de Janeiro, Brazil",within an hour,100%,91%,t,Copacabana,1.0,2.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,2029.0,3,30,1,5,30,30,t,12,41,41,41,27,13,0,2023-03-20,2024-10-20,4.96,4.89,4.96,5.0,4.96,4.89,4.93,f,1,1,0,0,1.25,344.93
