,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,precio_usd
30365,30365,previous scrape,Loft aconchegante no coração da Lapa | RJIV310,2018-01-07,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Recreio,36.0,49.0,t,"Rio de Janeiro, Brazil",Centro,Entire rental unit,Entire home/apt,2,,1.0,,,2,89,2,2,89,1125,t,0,0,0,0,2,2,1,2024-06-02,2024-12-19,5.0,5.0,4.0,5.0,4.0,4.0,3.5,t,4,4,0,0,0.29,
30366,30366,previous scrape,Loft confortável no coração da Lapa | RJIV209,2018-01-07,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Recreio,36.0,49.0,t,"Rio de Janeiro, Brazil",Centro,Entire rental unit,Entire home/apt,2,,1.0,,,2,89,2,2,89,1125,t,0,0,0,0,4,4,0,2024-06-15,2024-08-05,4.25,4.5,4.0,4.75,4.5,4.75,4.0,t,4,4,0,0,0.61,
30373,30373,city scrape,Boutique Sol | Exclusive Apartment Copacabana,2022-12-05,"Rio de Janeiro, Brazil",within an hour,97%,99%,f,Copacabana,9.0,9.0,t,,Copacabana,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,440.0,1,8,1,7,1125,1125,t,4,30,35,35,24,24,2,2024-05-20,2024-12-09,4.71,4.71,4.71,5.0,4.92,5.0,4.67,t,7,7,0,0,3.23,74.80000000000001
30375,30375,city scrape,Remarkable 1-Bed Apartment in Rio de Janeiro,2022-01-05,,within an hour,90%,99%,f,Quaid Block,3286.0,8059.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,845.0,1,1125,1,2,2,1125,t,29,59,83,358,0,0,0,,,,,,,,,,t,3,3,0,0,,143.65
30376,30376,city scrape,Lovely 3-Bed Apartment in Copacabana,2022-01-05,,within an hour,90%,99%,f,Quaid Block,3286.0,8059.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,2796.0,1,1125,1,3,3,1125,t,24,54,77,352,0,0,0,,,,,,,,,,t,3,3,0,0,,475.32000000000005
30384,30384,city scrape,"Apartamento em Copacabana, família",2020-04-21,Brazil,within an hour,100%,84%,f,Copacabana,6.0,6.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1281.0,1,300,1,5,1125,1125,t,29,59,85,265,1,1,0,2024-08-07,2024-08-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,5,5,0,0,0.21,217.77
30389,30389,city scrape,Condominio Barra Sunday S.Allende 6300/709,2020-05-24,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,75.0,77.0,t,,Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,714.0,1,365,3,6,365,365,t,19,49,66,66,2,2,0,2024-06-02,2024-11-24,4.5,4.0,3.5,3.5,3.5,4.5,4.0,t,74,74,0,0,0.29,121.38000000000001
30390,30390,city scrape,Apartamento no Centro do Rio,2023-12-11,"Rio de Janeiro, Brazil",within an hour,100%,96%,t,Santo Cristo,5.0,7.0,t,,Santo Cristo,Entire rental unit,Entire home/apt,5,1.0,1.0,0.0,508.0,1,90,1,5,90,90,t,24,54,84,174,32,32,5,2024-06-02,2024-12-10,4.66,4.81,4.56,4.72,4.84,4.38,4.59,t,5,5,0,0,4.59,86.36
30394,30394,city scrape,Quarto Miami aeroporto Galeão,2017-01-15,"State of Rio de Janeiro, Brazil",within an hour,100%,100%,t,Portuguesa,22.0,26.0,t,,Portuguesa,Private room in rental unit,Private room,2,1.0,1.0,2.0,272.0,365,365,4,365,30,365,t,0,0,0,0,5,5,1,2024-08-13,2024-12-12,5.0,5.0,5.0,5.0,5.0,4.8,5.0,t,22,0,22,0,1.09,46.24
30400,30400,city scrape,"For families, 10 minutes from Copacabana beach | P",2011-11-07,"Rio de Janeiro, Brazil",within an hour,100%,98%,,Copacabana,54.0,214.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,1.0,3.0,4.0,1504.0,1,1125,1,5,1125,1125,t,0,16,34,270,21,21,2,2024-06-24,2024-12-23,4.86,4.71,4.81,4.71,4.76,4.95,4.76,t,11,10,1,0,3.35,255.68
30416,30416,previous scrape,Pé na areia,2024-05-15,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Barra da Tijuca,1.0,1.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,5,,1.0,,,2,90,1,2,1125,1125,t,1,1,1,1,5,5,0,2024-06-02,2024-11-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.71,
30418,30418,city scrape,Ipanema - Perto Praia - Sem Taxa Airbnb,2024-05-15,,within an hour,100%,100%,f,Ipanema,1.0,1.0,t,,Ipanema,Entire rental unit,Entire home/apt,4,2.5,2.0,3.0,1748.0,3,365,3,5,365,365,t,4,6,26,242,12,12,1,2024-07-07,2024-12-01,4.92,4.83,4.75,5.0,4.92,5.0,4.75,t,1,1,0,0,2.06,297.16
30419,30419,city scrape,Copacabana 2 qts:  confortável na quadra da praia!,2014-03-19,"Rio de Janeiro, Brazil",within an hour,100%,98%,t,Laranjeiras,32.0,41.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,802.0,3,365,2,7,365,365,t,1,1,1,268,8,8,0,2024-05-21,2024-09-30,4.88,4.75,4.75,5.0,5.0,4.88,5.0,t,31,31,0,0,1.08,136.34
30423,30423,city scrape,Boutique Mar | Exclusive Copacabana,2022-12-05,"Rio de Janeiro, Brazil",within an hour,97%,99%,f,Copacabana,9.0,9.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,786.0,1,7,1,7,1125,1125,t,2,21,29,29,33,33,3,2024-05-29,2024-12-13,4.85,4.88,4.64,4.97,4.91,5.0,4.91,t,7,7,0,0,4.63,133.62
30425,30425,city scrape,"3 quartos, 2 suítes, Recém Reformado no Leblon",2016-08-28,,within an hour,100%,99%,t,Leblon,52.0,61.0,t,,Leblon,Entire rental unit,Entire home/apt,6,3.0,3.0,7.0,6227.0,2,90,2,3,90,1125,t,7,12,29,32,21,21,4,2024-06-02,2024-12-15,5.0,4.9,4.9,5.0,4.86,4.86,4.86,t,52,52,0,0,3.0,1058.5900000000001
30430,30430,city scrape,C8 Praia Copacabana c/ Banheira e Vista do Cristo,2019-12-16,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,17.0,18.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,934.0,1,365,1,6,99,1125,t,13,27,51,315,26,26,1,2024-06-01,2024-12-12,4.96,4.92,4.85,4.96,4.96,4.85,4.92,t,17,17,0,0,3.7,158.78
30432,30432,previous scrape,Apê Ipanema,2024-05-16,"Rio de Janeiro, Brazil",,,100%,t,Ipanema,1.0,1.0,t,,Ipanema,Entire rental unit,Entire home/apt,3,,1.0,,,2,35,2,2,1125,1125,t,0,0,0,0,8,8,0,2024-06-15,2024-09-08,5.0,5.0,4.75,5.0,5.0,5.0,5.0,t,1,1,0,0,1.22,
30434,30434,city scrape,"Modern 2BDRs, 300m from Ipanema Beach |VP 318/306",2013-04-19,"Rio de Janeiro, Brazil",within an hour,98%,99%,f,Vidigal,247.0,431.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,1522.0,1,90,1,5,90,90,t,4,34,64,338,8,8,0,2024-06-21,2024-10-15,4.88,5.0,4.75,4.63,4.38,4.88,4.63,t,241,241,0,0,1.26,258.74
30435,30435,city scrape,Ns406| Complete studio near Copa beach,2012-03-21,"Rio de Janeiro, Brazil",within an hour,98%,69%,f,Leblon,130.0,358.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,0.0,3.0,267.0,1,1125,1,4,1,1125,t,20,46,65,340,9,9,2,2024-05-28,2024-12-21,4.78,4.89,4.78,5.0,4.78,4.33,4.56,t,125,117,8,0,1.26,45.39
30440,30440,city scrape,Ap próximo a Madureira (208),2020-07-01,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Mucuripe,6.0,8.0,t,,Cascadura,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,94.0,1,365,1,2,365,365,t,16,42,60,238,5,5,1,2024-09-16,2024-12-04,4.4,4.6,4.2,4.8,4.4,4.8,4.4,t,2,2,0,0,1.46,15.98
30446,30446,city scrape,Apê 1Q! Aconchegante e moderno - Santa Teresa!,2020-09-07,"Rio de Janeiro, Brazil",within an hour,100%,92%,f,Flamengo,3.0,3.0,t,,Santa Teresa,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,629.0,2,30,2,4,1125,1125,t,0,0,0,180,3,3,0,2024-08-29,2024-09-24,5.0,5.0,5.0,5.0,5.0,4.33,4.67,t,2,2,0,0,0.74,106.93
30448,30448,city scrape,"Vista espetacular,belo,conforto",2012-10-14,"Belo Horizonte, Brazil",within a few hours,93%,71%,f,Barro Preto,26.0,51.0,t,"Rio de Janeiro, Brazil",Cosme Velho,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,484.0,1,365,1,1,365,365,t,24,54,79,259,0,0,0,,,,,,,,,,t,6,1,5,0,,82.28
30457,30457,city scrape,SUH Copacabana 60 Cozy Studio,2019-11-17,"Rio de Janeiro, Brazil",within an hour,100%,97%,f,Copacabana,115.0,230.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,0.0,1.0,919.0,1,365,1,5,1125,1125,t,8,28,55,240,3,3,0,2024-06-10,2024-06-22,5.0,4.67,4.67,4.67,5.0,4.67,5.0,t,113,113,0,0,0.45,156.23000000000002
30458,30458,city scrape,"Vista espetacular, beleza relax",2012-10-14,"Belo Horizonte, Brazil",within a few hours,93%,71%,f,Barro Preto,26.0,51.0,t,"Rio de Janeiro, Brazil",Cosme Velho,Private room in bed and breakfast,Private room,2,1.0,1.0,0.0,552.0,2,365,2,2,365,365,t,28,58,83,263,1,1,0,2024-06-10,2024-06-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,6,1,5,0,0.15,93.84
30459,30459,city scrape,"Vista espetacular, melhor do Rio - Iseda",2012-10-14,"Belo Horizonte, Brazil",within a few hours,93%,71%,f,Barro Preto,26.0,51.0,t,,Cosme Velho,Private room in bed and breakfast,Private room,1,1.0,1.0,1.0,190.0,1,365,1,1,365,365,t,23,53,78,258,2,2,0,2024-09-16,2024-09-22,5.0,5.0,5.0,5.0,5.0,4.5,5.0,t,6,1,5,0,0.58,32.300000000000004
30460,30460,city scrape,2509 Flat Novo  vista de tirar o fôlego 350m praia,2022-10-13,,within an hour,100%,100%,t,Leblon,7.0,9.0,t,,Leblon,Entire condo,Entire home/apt,4,1.0,1.0,2.0,2800.0,1,365,1,1,365,365,t,6,21,46,124,24,24,1,2024-06-13,2024-11-28,5.0,5.0,5.0,5.0,5.0,5.0,4.83,t,7,7,0,0,3.62,476.00000000000006
30463,30463,city scrape,2 Bedrooms w/ Sea View in Copacabana | FDM 7/91,2013-04-19,"Rio de Janeiro, Brazil",within an hour,98%,99%,f,Vidigal,247.0,431.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,2258.0,1,90,1,5,90,90,t,17,47,77,313,17,17,0,2024-05-29,2024-11-27,5.0,4.88,4.71,4.88,4.94,5.0,4.88,t,241,241,0,0,2.38,383.86
30466,30466,city scrape,Confortável 2 quartos no Leme para 3 pessoas,2021-06-24,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Copacabana,26.0,29.0,t,,Copacabana,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,672.0,2,90,2,5,90,90,t,2,32,62,215,12,12,0,2024-06-10,2024-11-23,4.92,5.0,4.92,5.0,5.0,4.92,4.83,t,26,26,0,0,1.78,114.24000000000001
30471,30471,city scrape,Seu lugar favorito em Copacabana posto 4,2021-09-01,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,3.0,3.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,2.0,1.0,0.0,1764.0,2,20,2,6,20,20,t,24,54,76,251,2,2,0,2024-06-03,2024-09-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,3,3,0,0,0.29,299.88
30476,30476,city scrape,Secret Garden - 4 bedroom pool House,2018-03-29,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Mury,9.0,10.0,t,,Laranjeiras,Entire home,Entire home/apt,9,3.5,4.0,5.0,2571.0,3,365,3,5,365,365,t,0,0,5,5,4,4,1,2024-09-29,2024-11-29,5.0,5.0,5.0,5.0,5.0,5.0,4.5,t,7,7,0,0,1.33,437.07000000000005
30481,30481,city scrape,Rainforest Paradise,2024-05-10,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Ipanema,4.0,7.0,t,,Alto da Boa Vista,Earthen home,Entire home/apt,4,1.5,2.0,3.0,1429.0,2,365,1,2,365,365,t,18,41,54,281,3,3,1,2024-07-20,2024-12-14,5.0,5.0,4.67,5.0,5.0,5.0,5.0,t,4,4,0,0,0.56,242.93
30484,30484,city scrape,2BDRs 5 min. from Ipanema Beach | BT 82/207,2013-04-19,"Rio de Janeiro, Brazil",within an hour,98%,99%,f,Vidigal,247.0,431.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,1113.0,1,90,1,5,90,90,t,8,38,55,322,9,9,2,2024-08-11,2024-12-15,4.89,5.0,5.0,5.0,5.0,4.89,4.89,t,241,241,0,0,1.93,189.21
30486,30486,city scrape,Belo Apartamento em Copa no 10º Andar,2019-11-04,"State of Rio de Janeiro, Brazil",within an hour,98%,100%,f,Copacabana,3.0,3.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,660.0,4,20,4,4,20,20,t,2,24,46,46,16,16,1,2024-06-17,2024-12-02,4.63,4.63,4.75,4.75,4.56,5.0,4.81,t,3,3,0,0,2.46,112.2
30493,30493,city scrape,Apto 2 quartos em frente à praia,2021-09-14,"State of Rio de Janeiro, Brazil",within an hour,100%,100%,t,Barra da Tijuca,2.0,2.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,6,2.0,2.0,0.0,1443.0,2,365,2,5,365,365,t,2,4,4,187,17,17,2,2024-09-06,2024-12-21,4.88,4.76,4.59,4.82,4.94,5.0,4.88,t,2,2,0,0,4.51,245.31000000000003
30494,30494,city scrape,Studio 500m from the Copacabana Beach | BL 162/703,2013-04-19,"Rio de Janeiro, Brazil",within an hour,98%,99%,f,Vidigal,247.0,431.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,561.0,1,90,1,5,90,90,t,5,19,36,302,17,17,3,2024-06-09,2024-12-13,5.0,5.0,4.82,4.94,5.0,4.94,4.94,t,241,241,0,0,2.51,95.37
30496,30496,city scrape,Quarto com banheiro  fora,2022-03-06,"Rio de Janeiro, Brazil",within a day,70%,40%,f,Ipanema,4.0,4.0,t,,Ipanema,Private room in rental unit,Private room,2,1.0,2.0,2.0,600.0,7,90,7,7,90,90,t,23,53,83,83,1,1,0,2024-06-02,2024-06-02,5.0,5.0,5.0,5.0,5.0,5.0,4.0,t,4,2,2,0,0.14,102.00000000000001
30498,30498,city scrape,Encantador Studio a 2min. da praia de Copacabana,2023-12-14,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Botafogo,23.0,25.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,626.0,2,90,2,5,90,90,t,12,42,72,103,17,17,0,2024-06-18,2024-11-08,5.0,5.0,5.0,4.88,5.0,5.0,5.0,t,22,22,0,0,2.63,106.42
30501,30501,city scrape,Complete studio 200m from the beach | FM 144/409,2013-04-19,"Rio de Janeiro, Brazil",within an hour,98%,99%,f,Vidigal,247.0,431.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,560.0,1,90,1,5,90,90,t,12,42,61,335,7,7,1,2024-06-02,2024-12-02,4.71,5.0,4.86,5.0,5.0,5.0,4.14,t,241,241,0,0,1.0,95.2
30502,30502,city scrape,Apto completo Barra olimpica,2019-09-22,"Rio de Janeiro, Brazil",within an hour,100%,99%,,Jacarepaguá,14.0,17.0,t,,Camorim,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,491.0,1,365,1,4,365,365,t,24,54,84,84,18,18,1,2024-06-02,2024-12-08,5.0,5.0,4.89,5.0,5.0,4.89,5.0,t,8,8,0,0,2.58,83.47000000000001
30505,30505,city scrape,Suíte premium Jeunesse/Rio Centro,2019-09-22,"Rio de Janeiro, Brazil",within an hour,100%,99%,,Jacarepaguá,14.0,17.0,t,,Camorim,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,289.0,1,365,1,4,365,365,t,26,56,86,86,16,16,1,2024-06-01,2024-12-02,4.88,4.81,5.0,4.94,4.69,4.88,4.88,t,8,8,0,0,2.29,49.13
30519,30519,city scrape,Copacabana Beach + View of Christ the Redeemer,2013-12-03,,within an hour,100%,99%,f,Copacabana,25.0,53.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,7,2.0,3.0,4.0,478.0,1,90,1,6,90,1125,t,0,4,4,4,18,18,3,2024-06-11,2024-12-10,4.5,4.83,4.72,4.61,4.67,4.83,4.56,t,22,22,0,0,2.69,81.26
30520,30520,city scrape,"Em frente ao Riocentro, Jeunesse",2022-09-21,,,,,f,Jacarepaguá,1.0,1.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,429.0,1,365,1,1,365,365,t,27,33,33,64,0,0,0,,,,,,,,,,t,1,1,0,0,,72.93
30525,30525,city scrape,Ape Encantador Copacabana - Praia e Metrô 5 min,2024-05-24,"Rio de Janeiro, Brazil",within an hour,100%,96%,f,Copacabana,7.0,9.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1591.0,5,365,3,5,365,365,t,18,48,78,167,1,1,1,2024-12-24,2024-12-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,5,5,0,0,1.0,270.47
30527,30527,city scrape,Brand new and exclusive loft in the heart of RJ,2015-10-23,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Centro,3.0,3.0,t,,Centro,Entire loft,Entire home/apt,4,1.0,1.0,2.0,351.0,2,1125,2,5,1125,1125,t,23,53,78,78,21,21,5,2024-06-02,2024-12-14,4.95,4.9,4.95,4.86,4.95,4.62,4.95,t,2,2,0,0,3.01,59.67
30530,30530,city scrape,Compacto studio a 150m do metro.,2023-12-14,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Botafogo,23.0,25.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,686.0,2,90,2,5,90,90,t,11,41,71,102,11,11,1,2024-06-03,2024-12-15,4.73,4.91,5.0,5.0,5.0,4.82,4.36,t,22,22,0,0,1.58,116.62
30536,30536,city scrape,Loft Feito para você 01,2023-10-21,"Rio de Janeiro, Brazil",within an hour,84%,94%,f,Gardênia Azul,2.0,2.0,t,,Gardênia Azul,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,186.0,1,365,1,1,365,365,t,23,51,76,256,5,5,2,2024-06-22,2024-12-22,5.0,5.0,5.0,5.0,5.0,4.8,4.6,t,2,2,0,0,0.79,31.62
30540,30540,city scrape,Loft Charmoso| Copacabana | 3 min da praia | AC,2019-09-02,"Rio de Janeiro, Brazil",within an hour,100%,98%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire loft,Entire home/apt,4,1.0,1.0,1.0,436.0,2,365,2,5,1125,1125,t,0,0,0,0,11,11,2,2024-07-21,2024-12-27,5.0,5.0,5.0,5.0,5.0,5.0,4.91,t,1,1,0,0,2.05,74.12
30543,30543,city scrape,Gris_Studio Copacabana,2020-08-27,"Rio de Janeiro, Brazil",within an hour,100%,100%,,Copacabana,19.0,20.0,t,,Copacabana,Entire loft,Entire home/apt,2,1.0,1.0,1.0,829.0,2,365,2,7,1125,1125,t,19,47,74,91,15,15,3,2024-06-03,2024-12-09,4.93,4.93,5.0,5.0,5.0,4.93,4.87,t,4,4,0,0,2.15,140.93
30547,30547,city scrape,Vista Praia de Copacabana poucos Metros,2024-05-24,"Rio de Janeiro, Brazil",within an hour,100%,96%,f,Copacabana,7.0,9.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,1623.0,4,365,3,4,365,365,t,30,60,90,180,1,1,0,2024-06-14,2024-06-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,5,5,0,0,0.15,275.91
30549,30549,city scrape,Loft aconchegante de qualidade!,2024-05-26,,within an hour,100%,98%,t,Centro,1.0,1.0,t,,Centro,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,585.0,2,1125,1,6,1125,1125,t,2,15,27,290,28,28,8,2024-08-25,2024-12-21,5.0,5.0,4.96,5.0,5.0,4.82,4.96,t,1,1,0,0,6.72,99.45
30552,30552,city scrape,Studio in Rio with 30m² & Double Bed,2019-02-01,"São Paulo, Brazil",within an hour,97%,96%,f,Centro,341.0,373.0,t,"Rio de Janeiro, Brazil",Centro,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,295.0,1,1125,1,1,1,1125,t,0,11,35,213,6,6,0,2024-07-02,2024-11-20,4.5,4.83,4.67,4.33,4.33,4.83,4.83,t,39,39,0,0,1.01,50.150000000000006
30553,30553,city scrape,(1402) 150 Meters from Leblon Beach,2016-03-05,,within an hour,100%,100%,f,Ipanema,9.0,9.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,3524.0,2,365,2,5,365,1125,t,9,39,69,160,17,17,1,2024-06-16,2024-12-09,4.94,5.0,5.0,4.88,4.94,5.0,4.88,t,9,9,0,0,2.6,599.08
30556,30556,city scrape,"Loft Duplex III, próximo à Lapa, garagem opcional",2012-05-25,"Rio de Janeiro, Brazil",within an hour,100%,92%,f,Santa Teresa,8.0,9.0,t,,Santa Teresa,Entire loft,Entire home/apt,2,1.0,1.0,1.0,534.0,13,90,3,13,90,90,t,0,0,0,90,2,2,0,2024-08-31,2024-10-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,6,6,0,0,0.5,90.78
30561,30561,city scrape,Rio Spot Copacabana Suites U053,2014-03-26,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,52.0,74.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,423.0,1,90,1,3,90,1125,t,11,38,60,120,6,6,1,2024-06-16,2024-12-23,4.67,4.83,4.83,4.83,4.67,4.83,4.67,t,52,51,0,0,0.92,71.91000000000001
30568,30568,city scrape,Copa Creative Studio à 5 min da Praia,2016-04-18,"Rio de Janeiro, Brazil",within an hour,100%,98%,t,Recreio dos Bandeirantes,13.0,13.0,t,,Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,531.0,2,90,2,5,90,90,t,21,51,81,141,11,11,1,2024-06-16,2024-12-05,4.64,4.82,4.91,5.0,4.91,4.64,4.73,t,12,12,0,0,1.68,90.27000000000001
30571,30571,city scrape,The  Sun from Barra 2 quartos.,2019-07-06,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Barra da Tijuca,4.0,4.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire condo,Entire home/apt,4,2.0,2.0,6.0,964.0,1,365,1,1,365,365,t,12,35,57,87,1,1,0,2024-11-20,2024-11-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,4,4,0,0,0.79,163.88000000000002
30575,30575,city scrape,2BDRs Quiet in Copacabana |TN 315/102,2013-04-19,"Rio de Janeiro, Brazil",within an hour,98%,99%,f,Vidigal,247.0,431.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,663.0,2,90,2,5,90,90,t,7,35,47,321,5,5,1,2024-06-06,2024-12-16,4.8,4.6,4.8,4.6,5.0,4.8,4.6,t,241,241,0,0,0.73,112.71000000000001
30579,30579,previous scrape,Pousada a beira-mar - Suite de Casal,2024-05-28,,a few days or more,30%,100%,f,Recreio dos Bandeirantes,4.0,5.0,t,,Recreio dos Bandeirantes,Entire guest suite,Entire home/apt,2,,1.0,,,1,365,1,1,365,365,t,24,27,49,229,1,1,0,2024-06-13,2024-06-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,4,4,0,0,0.15,
30584,30584,city scrape,Pousada a Beira Mar -Suite  p até 7 hóspedes,2024-05-28,,a few days or more,30%,100%,f,Recreio dos Bandeirantes,4.0,5.0,t,,Recreio dos Bandeirantes,Entire guest suite,Entire home/apt,7,1.0,1.0,5.0,2000.0,1,365,1,1,365,365,t,0,24,54,234,0,0,0,,,,,,,,,,t,4,4,0,0,,340.0
30585,30585,city scrape,Pousada a beira-mar - Suite Familia,2024-05-28,,a few days or more,30%,100%,f,Recreio dos Bandeirantes,4.0,5.0,t,,Recreio dos Bandeirantes,Entire guest suite,Entire home/apt,4,1.0,1.0,2.0,2000.0,1,365,1,1,365,365,t,0,24,54,234,0,0,0,,,,,,,,,,t,4,4,0,0,,340.0
30586,30586,city scrape,Pousada a beira-mar - Suite Tripla,2024-05-28,,a few days or more,30%,100%,f,Recreio dos Bandeirantes,4.0,5.0,t,,Recreio dos Bandeirantes,Entire guest suite,Entire home/apt,3,1.0,1.0,2.0,2000.0,1,365,1,1,365,365,t,0,24,54,234,0,0,0,,,,,,,,,,t,4,4,0,0,,340.0
30588,30588,city scrape,SUH Copacabana 61 Cozy Beach,2019-11-17,"Rio de Janeiro, Brazil",within an hour,100%,97%,f,Copacabana,115.0,230.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,0.0,1.0,838.0,1,365,1,5,1125,1125,t,15,45,65,254,15,15,0,2024-06-05,2024-09-29,4.73,4.73,4.87,4.87,4.8,5.0,4.73,t,113,113,0,0,2.17,142.46
30591,30591,city scrape,SUH Copacabana 59 Studio New,2019-11-17,"Rio de Janeiro, Brazil",within an hour,100%,97%,f,Copacabana,115.0,230.0,t,,Copacabana,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,801.0,1,365,1,5,1125,1125,t,1,20,39,224,16,16,0,2024-06-22,2024-11-11,4.56,4.81,4.88,4.75,4.81,4.94,4.75,t,113,113,0,0,2.53,136.17000000000002
