,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,precio_usd
24338,24338,city scrape,Pouda Cesar Ouro 2,2023-10-18,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Vidigal,3.0,5.0,t,,Vidigal,Private room in bed and breakfast,Private room,2,0.5,1.0,1.0,478.0,1,365,1,1,365,365,t,21,51,81,261,0,0,0,,,,,,,,,,t,3,0,3,0,,81.26
24340,24340,city scrape,Copacabana vista mar e Cristo,2017-05-01,"Rio de Janeiro, Brazil",within an hour,100%,98%,t,Copacabana,10.0,11.0,t,,Copacabana,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,1408.0,2,365,2,6,365,365,t,16,46,75,75,12,12,0,2024-03-31,2024-10-26,4.92,5.0,4.92,5.0,4.92,5.0,4.75,t,10,10,0,0,1.32,239.36
24343,24343,city scrape,Aconchego da praia,2023-07-12,,,,,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,1,1.0,1.0,2.0,724.0,5,15,5,5,15,15,t,30,60,90,90,0,0,0,,,,,,,,,,t,1,0,1,0,,123.08000000000001
24346,24346,city scrape,Charm in Copa | Great for couples | Mvc1103,2020-10-07,"Rio de Janeiro, Brazil",,,,f,Copacabana,60.0,422.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,987.0,1,1125,1,5,1125,1125,t,10,40,63,302,21,21,3,2024-01-05,2024-12-15,4.43,4.67,4.9,4.76,4.52,4.86,4.48,t,53,49,4,0,1.75,167.79000000000002
24353,24353,city scrape,Copacabana/Ipanema/ Arpoador,2022-01-08,"Rio de Janeiro, Brazil",within an hour,100%,99%,,Ipanema,4.0,4.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,471.0,1,365,1,3,1125,1125,t,8,36,60,150,51,51,4,2024-01-01,2024-12-08,4.78,4.8,4.92,4.88,4.9,4.92,4.8,t,3,3,0,0,4.21,80.07000000000001
24356,24356,city scrape,Casa do Artesão,2023-11-19,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Tijuca,2.0,3.0,t,"Rio de Janeiro, Brazil",Tijuca,Entire villa,Entire home/apt,3,1.0,1.0,2.0,115.0,1,30,1,1,30,30,t,17,47,65,340,18,18,1,2024-01-01,2024-12-24,5.0,5.0,5.0,5.0,5.0,4.94,5.0,t,2,1,1,0,1.49,19.55
24360,24360,city scrape,Coziness in the best of Ipanema,2015-03-23,"State of Rio de Janeiro, Brazil",within an hour,100%,99%,t,Ipanema,2.0,2.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,6,2.0,2.0,7.0,1747.0,1,365,1,6,365,365,t,3,10,36,78,78,71,6,2023-11-17,2024-12-24,4.91,4.94,4.87,4.99,4.97,4.92,4.88,t,2,2,0,0,5.74,296.99
24363,24363,city scrape,C7O Amplo apartamento junto à Praia de Copacabana,2019-12-16,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,17.0,18.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,1.0,1.0,3.0,654.0,1,365,1,6,99,1125,t,9,30,50,140,9,8,0,2023-12-19,2024-10-23,4.78,4.89,4.44,4.89,5.0,5.0,4.89,t,17,17,0,0,0.72,111.18
24374,24374,city scrape,Studio/Loft - Em meio à natureza,2023-11-20,,,,100%,t,Jardim Botânico,1.0,1.0,t,,Jardim Botânico,Entire guesthouse,Entire home/apt,3,1.0,1.0,2.0,480.0,2,365,2,5,365,365,t,21,27,27,27,5,3,0,2023-11-26,2024-09-15,5.0,5.0,5.0,5.0,5.0,5.0,4.8,t,1,1,0,0,0.38,81.60000000000001
24381,24381,city scrape,Apt Av. Atlântica frente praia,2017-08-26,"Rio de Janeiro, Brazil",within an hour,100%,99%,f,Copacabana,8.0,8.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.5,3.0,3.0,2379.0,3,30,1,5,30,30,t,2,2,19,226,2,2,0,2024-02-03,2024-11-09,4.5,4.5,4.5,5.0,5.0,5.0,4.0,t,5,5,0,0,0.18,404.43
24384,24384,city scrape,Casa de praia recreio (casal espaço inteiro),2016-10-06,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Recreio dos Bandeirantes,2.0,3.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,400.0,2,15,2,4,1125,1125,t,3,4,16,61,24,23,2,2023-12-11,2024-12-09,5.0,4.96,4.88,4.96,4.96,4.42,4.96,t,2,2,0,0,1.88,68.0
24385,24385,city scrape,Copacabana 1003 Temporada RJ,2012-12-18,"Rio de Janeiro, Brazil",within an hour,100%,17%,f,Copacabana,25.0,28.0,t,,Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,5000.0,3,365,3,3,365,365,t,29,59,89,364,0,0,0,,,,,,,,,,t,25,23,2,0,,850.0000000000001
24387,24387,city scrape,Beachfront apartment on the beach Rio de Janeiro,2020-08-25,"State of Rio de Janeiro, Brazil",within an hour,100%,100%,f,Recreio dos Bandeirantes,1.0,1.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,1743.0,2,300,2,5,300,300,t,10,34,64,160,17,15,1,2023-12-05,2024-12-09,5.0,5.0,4.94,4.94,5.0,4.94,4.88,t,1,1,0,0,1.31,296.31
24411,24411,city scrape,Copacabana Aprazível,2019-03-24,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,7.0,8.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,2.0,1.0,1.0,1039.0,2,180,2,6,180,180,t,1,31,61,336,5,5,0,2024-01-02,2024-11-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,6,6,0,0,0.41,176.63000000000002
24416,24416,city scrape,Apartamento espaçoso 3 da minutos praia DF 41/1009,2020-05-24,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,75.0,77.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,8,2.0,2.0,6.0,1591.0,3,365,1,6,365,365,t,4,28,42,42,25,23,3,2023-12-09,2024-12-18,4.64,4.52,4.72,4.33,4.88,4.88,4.48,t,74,74,0,0,1.94,270.47
24420,24420,previous scrape,Apartamento Copacabana,2023-11-17,,,,100%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,,2.0,,,6,30,6,6,30,30,t,0,0,0,0,0,0,0,,,,,,,,,,t,1,1,0,0,,
24421,24421,city scrape,Seu cantinho em Botafogo!,2021-12-21,,within an hour,100%,100%,f,Botafogo,3.0,4.0,t,"Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,507.0,3,60,2,3,1125,1125,t,24,30,30,144,12,12,1,2024-01-01,2024-12-22,4.17,4.42,4.33,5.0,4.58,4.58,4.0,t,3,3,0,0,0.99,86.19000000000001
24425,24425,city scrape,Otima casa com piscina e churrasqueira,2018-12-25,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,1.0,1.0,t,,Barra da Tijuca,Entire home,Entire home/apt,9,2.0,2.0,6.0,1390.0,2,365,2,5,1125,1125,t,20,46,69,339,29,28,1,2023-12-26,2024-12-15,4.86,4.79,4.76,4.93,5.0,4.83,4.76,t,1,1,0,0,2.36,236.3
24431,24431,city scrape,Dream View with Hotel services,2018-10-07,"State of Rio de Janeiro, Brazil",within an hour,100%,99%,f,Barra da Tijuca,3.0,3.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,1500.0,7,15,2,7,15,15,t,8,26,56,61,18,17,1,2023-12-11,2024-12-26,4.94,4.89,4.78,4.94,4.89,4.94,4.83,t,1,1,0,0,1.41,255.00000000000003
24434,24434,previous scrape,RMVC15 Apto completo quadra praia Copa,2021-11-26,"Rio de Janeiro, Brazil",within an hour,90%,100%,f,Copacabana,13.0,22.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,,1.0,,,5,365,5,5,365,365,t,0,0,0,0,0,0,0,,,,,,,,,,t,12,12,0,0,,
24438,24438,city scrape,Estrela  do mar,2019-10-02,"Rio de Janeiro, Brazil",within an hour,100%,50%,f,Copacabana,4.0,4.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,4,1.5,2.0,2.0,1690.0,1,365,1,1,365,365,t,30,60,90,270,0,0,0,,,,,,,,,,t,4,0,4,0,,287.3
24440,24440,city scrape,"Copacabana espetacular, de frente pro mar!",2017-01-24,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,2.0,4.0,t,,Copacabana,Entire rental unit,Entire home/apt,8,3.0,4.0,5.0,5129.0,3,90,3,6,15,1125,t,6,16,37,41,24,23,2,2023-12-19,2024-12-06,4.96,4.96,5.0,4.96,5.0,4.96,4.96,t,2,2,0,0,1.91,871.9300000000001
24446,24446,city scrape,Copa 4 andar,2023-11-18,"Rio de Janeiro, Brazil",within a few hours,88%,92%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,366.0,2,60,2,4,1125,1125,t,1,6,15,33,11,11,0,2024-01-07,2024-11-11,4.64,4.55,4.64,4.73,4.73,5.0,4.64,t,1,1,0,0,0.92,62.220000000000006
24458,24458,city scrape,Apt  Temporada Barra da Tijuca,2023-08-28,,within an hour,100%,100%,f,Barra da Tijuca,1.0,1.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,910.0,2,90,2,2,1125,1125,t,25,55,82,172,22,20,0,2023-12-10,2024-09-23,4.95,4.95,4.95,4.95,4.95,4.95,4.95,t,1,1,0,0,1.72,154.70000000000002
24471,24471,previous scrape,RioStay RioCentro Cidade do Rock - Parque Olímpico,2020-08-23,"Rio de Janeiro, Brazil",within an hour,100%,99%,f,Camorim,3.0,3.0,t,"Jacarepaguá, Rio de Janeiro, Brazil",Jacarepaguá,Entire rental unit,Entire home/apt,2,,1.0,,,1,10,1,4,1125,1125,t,1,1,1,1,9,8,1,2023-11-26,2024-12-06,4.56,4.33,4.78,4.44,4.56,4.78,4.56,t,2,2,0,0,0.68,
24472,24472,city scrape,Suíte Rio Maravilha (Rio Centro/Barra Olímpica),2022-09-01,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Jacarepaguá,1.0,1.0,t,,Camorim,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,338.0,1,365,1,3,365,365,t,14,42,64,244,166,152,17,2023-11-22,2024-12-24,4.96,4.96,4.93,4.96,5.0,4.91,4.93,t,1,1,0,0,12.39,57.46
24490,24490,city scrape,Flat Barra da Tijuca,2020-10-01,,,,100%,f,Barra da Tijuca,1.0,2.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1100.0,1,365,1,1,365,365,t,28,58,88,268,3,3,0,2024-01-02,2024-09-23,5.0,4.67,3.67,5.0,4.67,5.0,4.67,t,1,1,0,0,0.25,187.0
24500,24500,previous scrape,Piscina e tranquilidade no coração de Copacabana,2023-10-31,"Rio de Janeiro, Brazil",within an hour,100%,82%,,Copacabana,5.0,5.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,,1.0,,,5,365,3,5,365,365,t,0,0,0,1,4,4,0,2023-12-30,2024-02-24,4.75,4.5,5.0,5.0,5.0,4.75,4.5,t,4,4,0,0,0.33,
24501,24501,city scrape,ANO NOVO Lapa RJ,2017-04-17,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Santa Teresa,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,550.0,1,1125,1,5,1125,1125,t,29,35,35,35,1,1,0,2024-06-02,2024-06-02,3.0,3.0,3.0,5.0,5.0,3.0,3.0,t,1,1,0,0,0.14,93.5
24502,24502,city scrape,"Sensacional, no burburinho de Ipanema, ar, wi fi.",2015-02-04,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Ipanema,42.0,73.0,t,,Ipanema,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,1999.0,2,90,2,5,90,1125,t,9,22,30,93,37,34,3,2023-11-26,2024-12-13,4.81,4.84,4.89,4.84,4.86,4.97,4.84,t,39,39,0,0,2.78,339.83000000000004
24504,24504,city scrape,alugo está casa,2023-11-20,,a few days or more,0%,,f,,1.0,2.0,t,,Rocinha,Entire home,Entire home/apt,5,1.0,1.0,1.0,640.0,1,365,1,1,365,365,t,30,60,90,270,0,0,0,,,,,,,,,,t,1,1,0,0,,108.80000000000001
24510,24510,city scrape,Flat com vista mar na Praia da Barra - Posto 6,2020-10-20,,within an hour,100%,100%,t,Barra da Tijuca,1.0,1.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,872.0,3,365,3,7,365,365,t,7,19,49,139,26,24,0,2023-11-30,2024-11-25,4.88,4.88,4.96,4.96,5.0,4.96,4.85,t,1,1,0,0,1.98,148.24
24513,24513,city scrape,Apartamento espetacular no coração de Copacabana.,2016-10-30,"State of Rio de Janeiro, Brazil",within an hour,100%,,f,Copacabana,1.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire condo,Entire home/apt,4,1.0,1.0,2.0,1000.0,2,400,1,6,400,400,t,18,39,60,60,2,1,0,2023-12-02,2024-02-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.15,170.0
24516,24516,city scrape,"#05 Flat com Mini Cozinha, Vista Piscina",2015-04-18,,within an hour,100%,100%,t,Barra da Tijuca,12.0,12.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,867.0,1,180,1,5,180,180,t,14,36,66,341,12,11,0,2023-12-16,2024-09-15,5.0,5.0,5.0,5.0,5.0,4.83,5.0,t,12,12,0,0,0.95,147.39000000000001
24525,24525,city scrape,Flat Quarto e sala na Praia,2019-09-02,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,3.0,6.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,867.0,3,365,3,3,365,365,t,0,0,0,270,0,0,0,,,,,,,,,,t,2,2,0,0,,147.39000000000001
24530,24530,city scrape,Pé na areia com vista para o mar,2016-06-21,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Centro,14.0,17.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,1629.0,3,365,2,3,365,365,t,1,6,23,196,57,50,5,2023-11-29,2024-12-16,4.96,4.95,4.89,4.98,5.0,4.98,4.96,t,13,13,0,0,4.32,276.93
24542,24542,city scrape,Bucolico Lapa - Quarto e sala silencioso,2014-03-19,"Rio de Janeiro, Brazil",within an hour,100%,98%,t,Laranjeiras,32.0,41.0,t,"Rio de Janeiro, Brazil",Santa Teresa,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,370.0,2,365,2,6,365,365,t,25,55,58,58,13,8,0,2023-12-07,2024-07-17,4.54,4.69,4.38,4.62,4.77,4.92,4.54,t,31,31,0,0,1.01,62.900000000000006
24549,24549,city scrape,Copacabana 1 quarto aconchegante e bem localizado.,2021-03-25,"Rio de Janeiro, Brazil",within an hour,100%,89%,f,Copacabana,2.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,1100.0,4,1125,4,4,1125,1125,t,4,14,36,285,12,12,1,2024-01-14,2024-11-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,2,0,0,1.03,187.0
24552,24552,city scrape,Apartamento entre Copacabana/ Ipanema B.C. 537/204,2020-05-24,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,75.0,77.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,1479.0,1,365,1,6,365,365,t,7,25,35,35,48,48,3,2024-01-07,2024-12-25,4.54,4.56,4.6,4.83,4.85,4.81,4.75,t,74,74,0,0,4.03,251.43
24553,24553,previous scrape,Copa Fresh HIR 26,2020-05-24,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,75.0,77.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,,1.0,,,2,89,5,10,89,89,t,0,0,0,0,46,43,0,2023-12-10,2024-10-25,4.89,4.93,4.87,4.89,4.91,4.96,4.87,t,74,74,0,0,3.58,
24555,24555,previous scrape,Barra Belvedere | 1900ft from beach w/ ocean view,2020-02-12,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Barra da Tijuca,2.0,2.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire condo,Entire home/apt,7,,2.0,,,5,12,5,5,12,12,t,0,0,0,0,4,1,0,2023-12-07,2024-01-03,5.0,5.0,4.75,5.0,5.0,5.0,5.0,t,2,2,0,0,0.31,
24563,24563,city scrape,Studio 911 Copacabana - Atlantica,2017-01-24,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Copacabana,4.0,5.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,975.0,3,15,2,5,15,15,t,11,21,40,40,37,37,2,2024-02-12,2024-12-18,4.95,4.97,4.97,5.0,4.92,4.97,4.95,t,4,4,0,0,3.46,165.75
24566,24566,city scrape,Quarto aconchegante para casal.,2023-11-23,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Catete,1.0,2.0,t,"Rio de Janeiro, Brazil",Glória,Private room in home,Private room,2,1.0,1.0,1.0,181.0,1,365,1,1,365,365,t,21,27,27,27,35,35,1,2024-01-01,2024-12-15,4.89,4.8,4.8,4.86,4.89,4.83,4.86,t,1,0,1,0,2.9,30.770000000000003
24567,24567,previous scrape,"Barra Bella TOP VISTA MAR, Piscina, 2Q",2014-04-12,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Barra da Tijuca,3.0,3.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,6,,2.0,,,2,365,2,2,1125,1125,t,0,0,0,0,2,2,0,2024-01-02,2024-02-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.17,
24568,24568,city scrape,apartamento amplo ótima localização recreio,2022-03-02,"Rio de Janeiro, Brazil",within a few hours,100%,100%,t,Barra da Tijuca,1.0,2.0,t,,Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,9,1.0,3.0,3.0,1757.0,2,365,2,2,365,365,t,1,1,1,83,0,0,0,,,,,,,,,,t,1,1,0,0,,298.69
24584,24584,city scrape,Studio Boutique no coração do rj,2015-07-16,"Niterói, Brazil",within an hour,95%,93%,t,Flamengo,2.0,2.0,t,,Flamengo,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,521.0,1,1125,1,5,1125,1125,t,12,18,19,19,18,15,2,2023-12-01,2024-12-09,4.94,4.89,4.78,4.89,5.0,5.0,4.78,t,2,2,0,0,1.37,88.57000000000001
24585,24585,city scrape,Atlantico Loft- Beira mar para 4,2021-07-27,,within a few hours,94%,100%,t,Copacabana,15.0,16.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,920.0,2,90,2,6,90,90,t,5,23,53,191,29,28,0,2023-12-01,2024-10-13,4.62,4.66,4.69,4.9,4.86,4.79,4.62,t,15,15,0,0,2.21,156.4
24592,24592,city scrape,Apartamento para o Ano Novo na Praia do Pontal RJ.,2023-11-26,,a few days or more,0%,,f,Recreio dos Bandeirantes,2.0,2.0,t,,Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,4,1.0,0.0,1.0,642.0,3,365,3,3,365,365,t,30,60,90,270,0,0,0,,,,,,,,,,t,2,2,0,0,,109.14000000000001
24596,24596,city scrape,CASA de vila 2 Qts Perto estação,2023-11-07,"Rio de Janeiro, Brazil",within an hour,100%,95%,t,Praça Seca,4.0,6.0,t,,Brás de Pina,Entire home,Entire home/apt,6,1.0,2.0,2.0,110.0,2,365,2,4,365,365,t,20,50,80,170,0,0,0,,,,,,,,,,t,4,4,0,0,,18.700000000000003
24597,24597,city scrape,Studio Café Leblon,2014-07-14,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Leblon,21.0,22.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,1119.0,1,365,1,3,365,365,t,20,46,72,343,2,2,0,2024-11-04,2024-11-17,4.0,3.5,4.0,4.5,5.0,5.0,3.5,t,14,14,0,0,1.09,190.23000000000002
24607,24607,city scrape,Apto na melhor área de Copa,2019-03-17,"Rio de Janeiro, Brazil",within an hour,100%,96%,t,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,714.0,2,14,1,5,1125,1125,t,5,6,15,26,44,43,2,2023-12-26,2024-12-25,5.0,4.93,4.93,4.93,5.0,4.95,4.93,t,1,1,0,0,3.58,121.38000000000001
24612,24612,city scrape,Studio Vista Mar Posto 7.,2020-01-08,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Barra da Tijuca,12.0,15.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,416.0,1,365,1,1,365,365,t,10,31,55,145,2,2,0,2024-01-01,2024-06-02,4.5,4.5,5.0,5.0,4.5,5.0,4.5,t,7,7,0,0,0.17,70.72
24615,24615,city scrape,Ipanema long stay - The Best Serviced Apartment,2015-10-16,Singapore,within a few hours,100%,100%,f,Ipanema,1.0,2.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,2,2.0,1.0,1.0,6800.0,7,730,3,7,1125,1125,t,4,14,44,133,6,6,0,2024-02-21,2024-04-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.58,1156.0
24619,24619,city scrape,Suíte 305 completa na Praça Mauá,2019-12-23,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Centro,15.0,15.0,t,,Saúde,Private room in bed and breakfast,Private room,2,1.0,1.0,3.0,293.0,1,90,1,1,1125,1125,t,22,52,82,87,20,18,0,2023-12-04,2024-11-24,4.7,4.7,4.55,4.85,4.85,4.8,4.8,t,15,1,14,0,1.54,49.81
24626,24626,previous scrape,Suíte 304 completa na Praça Mauá,2019-12-23,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Centro,15.0,15.0,t,,Saúde,Private room in bed and breakfast,Private room,3,,,,,1,90,1,1,1125,1125,t,1,1,1,1,4,3,0,2023-12-17,2024-11-17,4.5,4.5,4.5,5.0,5.0,5.0,4.75,t,15,1,14,0,0.32,
24627,24627,city scrape,Suíte 103 completa na Praça Mauá,2019-12-23,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Centro,15.0,15.0,t,,Centro,Private room in bed and breakfast,Private room,2,1.0,1.0,2.0,247.0,1,90,1,1,1125,1125,t,18,48,75,80,27,26,3,2023-12-18,2024-12-12,4.81,4.93,4.78,4.81,4.96,4.96,4.93,t,15,1,14,0,2.15,41.99
24628,24628,city scrape,Perto de Sambódromo  e Maracanã. Próximo comércio.,2016-11-03,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Praça da Bandeira,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,664.0,4,90,4,4,90,90,t,3,32,52,232,0,0,0,,,,,,,,,,t,1,1,0,0,,112.88000000000001
24632,24632,city scrape,Quarto individual suíte  RJ,2017-01-21,"Rio de Janeiro, Brazil",within a few hours,94%,100%,t,Recreio dos Bandeirantes,9.0,13.0,t,,Méier,Private room in home,Private room,1,1.0,1.0,1.0,180.0,3,365,3,3,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,t,8,1,7,0,,30.6
24633,24633,previous scrape,"Botafogo 2 Qts -  moderno, acolhedor com vaga!",2014-03-19,"Rio de Janeiro, Brazil",within an hour,100%,98%,t,Laranjeiras,32.0,41.0,t,"Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,6,,2.0,,,4,365,4,7,365,365,t,11,12,16,16,13,10,0,2023-11-27,2024-10-20,4.92,5.0,5.0,5.0,5.0,5.0,4.69,t,31,31,0,0,0.98,
24638,24638,city scrape,Reveillon in Rio,2013-10-16,"Rio de Janeiro, Brazil",within a few hours,90%,20%,f,Botafogo,17.0,19.0,t,,Botafogo,Entire rental unit,Entire home/apt,8,3.0,3.0,4.0,1750.0,5,365,5,5,365,365,t,30,60,83,263,0,0,0,,,,,,,,,,t,16,15,1,0,,297.5
24644,24644,city scrape,Casa Duplex Na Ilha de Paquetá,2021-11-19,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Paquetá,3.0,4.0,t,,Paquetá,Entire home,Entire home/apt,6,2.0,2.0,4.0,811.0,2,1125,2,4,1125,1125,t,0,0,10,20,0,0,0,,,,,,,,,,t,3,3,0,0,,137.87
24650,24650,city scrape,Mar e Sol,2014-02-09,"Rio de Janeiro, Brazil",within an hour,78%,92%,f,Recreio dos Bandeirantes,3.0,3.0,t,,Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,2,2.0,1.0,1.0,550.0,2,365,2,2,365,365,t,22,52,78,78,6,6,0,2024-02-14,2024-11-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,3,2,1,0,0.57,93.5
24655,24655,previous scrape,Comfy apartment at Copabana,2021-04-14,"Rio de Janeiro, Brazil",,,100%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,3,,1.0,,,3,365,3,3,365,365,t,0,0,0,0,3,3,0,2024-01-01,2024-09-16,5.0,5.0,4.33,5.0,5.0,5.0,5.0,t,1,1,0,0,0.25,
24660,24660,city scrape,Apto Luxuoso Reformado na Barra,2023-05-01,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Barra da Tijuca,2.0,6.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,864.0,2,365,1,3,365,365,t,2,19,49,135,65,63,5,2023-11-27,2024-12-20,4.89,4.92,4.91,4.94,4.98,4.78,4.92,t,1,1,0,0,4.91,146.88000000000002
24669,24669,city scrape,Apartamento em Copacabana - RJ,2023-11-27,,within an hour,100%,100%,t,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,485.0,2,31,2,6,31,31,t,0,3,18,94,30,28,4,2023-12-07,2024-12-20,5.0,5.0,5.0,5.0,5.0,5.0,4.97,t,1,1,0,0,2.32,82.45
